"","Family","Taxon.id","Global.sorteringsordning","Vetenskapligt.namn","Auktor","Svenskt.namn","Taxonstatus","Taxonkategori","Svensk.förekomst","Svensk.invandringshistoria","Rike","Fylum","Klass","Ordning","Familj","Släkte","Småart","Art","Andra.identifierare","Andra.vetenskapliga.namn","Andra.svenska.namn","Andra.namn","Webbadress","Category","Present_in_IBA"
"2537","Tortricidae",215099,43876,"Eucosma cana","(Haworth, 1811)","tistelfrövecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Eucosma",NA,"","GUID: urn:lsid:faunaeur.org:taxname:438820","","","","https://dyntaxa.se/taxon/215099","micro","present"
"2538","Tortricidae",215109,43877,"Eucosma conterminana","(Guenée, 1845)","sallatsfrövecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Eucosma",NA,"","GUID: urn:lsid:faunaeur.org:taxname:438861","","","","https://dyntaxa.se/taxon/215109","micro","present"
"2539","Tortricidae",249189,43879,"Eucosma fulvana","Stephens, 1834","väddklintsfrövecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Eucosma",NA,"","GUID: urn:lsid:faunaeur.org:taxname:438826","","väddklintfrövecklare","","https://dyntaxa.se/taxon/249189","micro","not present"
"2540","Tortricidae",215100,43882,"Eucosma hohenwartiana","(Denis & Schiffermüller, 1775)","rödklintsfrövecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Eucosma",NA,"","GUID: urn:lsid:faunaeur.org:taxname:438824","","rödklintfrövecklare","","https://dyntaxa.se/taxon/215100","micro","present"
"2541","Tortricidae",100933,43884,"Eucosma krygeri","(Rebel, 1937)","strandmalörtsgallvecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Eucosma",NA,"","GUID: urn:lsid:faunaeur.org:taxname:438852","","strandmalörtgallvecklare","","https://dyntaxa.se/taxon/100933","micro","not present"
"2542","Tortricidae",215105,43885,"Eucosma lacteana","(Treitschke, 1835)","mjölkfrövecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Eucosma",NA,"","GUID: urn:lsid:faunaeur.org:taxname:438844","","malörtfrövecklare","","https://dyntaxa.se/taxon/215105","micro","present"
"2543","Tortricidae",215108,43886,"Eucosma messingiana","(F.v Röslerstam, 1837)","gul rotvecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Eucosma",NA,"","GUID: urn:lsid:faunaeur.org:taxname:438857","","gul fältmalörtrotvecklare","","https://dyntaxa.se/taxon/215108","micro","not present"
"2544","Tortricidae",215107,43887,"Eucosma metzneriana","(Treitschke, 1830)","större malörtsskottvecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Eucosma",NA,"","GUID: urn:lsid:faunaeur.org:taxname:438855","","malörtskottvecklare","","https://dyntaxa.se/taxon/215107","micro","not present"
"2545","Tortricidae",215096,43888,"Eucosma obumbratana","(Lienig & Zeller, 1846)","fettistelfrövecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Eucosma",NA,"","GUID: urn:lsid:faunaeur.org:taxname:438813","","","","https://dyntaxa.se/taxon/215096","micro","not present"
"2546","Tortricidae",215111,43889,"Eucosma pupillana","(Clerck, 1759)","malörtsstjälkvecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Eucosma",NA,"","GUID: urn:lsid:faunaeur.org:taxname:438866","","malörtstjälkvecklare","","https://dyntaxa.se/taxon/215111","micro","not present"
"2547","Tortricidae",215112,43891,"Eucosma saussureana","(Benander, 1928)","fjällskärefrövecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Eucosma",NA,"","GUID: urn:lsid:faunaeur.org:taxname:438871","","","","https://dyntaxa.se/taxon/215112","micro","not present"
"2548","Tortricidae",100934,43892,"Eucosma scorzonerana","(Benander, 1942)","svinrotsvecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Eucosma",NA,"","GUID: urn:lsid:faunaeur.org:taxname:438815","","svinrotvecklare","","https://dyntaxa.se/taxon/100934","micro","not present"
"2549","Tortricidae",100935,43893,"Eucosma suomiana","(A.Hoffmann, 1893)","östlig gullrisfrövecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Eucosma",NA,"","GUID: urn:lsid:faunaeur.org:taxname:438872","","finsk gullrisfrövecklare","","https://dyntaxa.se/taxon/100935","micro","not present"
"2550","Tortricidae",215104,43894,"Eucosma tripoliana","(Barret, 1880)","strandasterfrövecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Eucosma",NA,"","GUID: urn:lsid:faunaeur.org:taxname:438843","","","","https://dyntaxa.se/taxon/215104","micro","not present"
"2551","Tortricidae",215146,43897,"Eucosmomorpha albersana","(Hübner, 1813)","snöbärsvecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Eucosmomorpha",NA,"","GUID: urn:lsid:faunaeur.org:taxname:438719","","","","https://dyntaxa.se/taxon/215146","micro","present"
"2552","Tortricidae",214981,43899,"Eudemis porphyrana","(Hübner, 1799)","häggrullvecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Eudemis",NA,"","GUID: urn:lsid:faunaeur.org:taxname:438652","","","","https://dyntaxa.se/taxon/214981","micro","present"
"2553","Tortricidae",214982,43900,"Eudemis profundana","(Denis & Schiffermüller, 1775)","ekrullvecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Eudemis",NA,"","GUID: urn:lsid:faunaeur.org:taxname:438653","","vitfläckig ekrullvecklare","","https://dyntaxa.se/taxon/214982","micro","present"
"2554","Tortricidae",215057,43902,"Gibberifera simplana","(F. v Röslerstam, 1836)","aspbladsvecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Gibberifera",NA,"","GUID: urn:lsid:faunaeur.org:taxname:438980","","aspbladvecklare","","https://dyntaxa.se/taxon/215057","micro","not present"
"2555","Tortricidae",215169,43905,"Grapholita aureolana","(Tengström, 1848)","fjällvedelsvecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Grapholita",NA,"","","cydia aureolana","fjällvedelvecklare","","https://dyntaxa.se/taxon/215169","micro","present"
"2556","Tortricidae",215001,43958,"Orthotaenia undulana","(Denis & Schiffermüller, 1775)","klubbfläckad brokvecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Orthotaenia",NA,"","GUID: urn:lsid:faunaeur.org:taxname:438613","","","","https://dyntaxa.se/taxon/215001","micro","present"
"2557","Tortricidae",215167,43907,"Grapholita compositella","(Fabricius, 1775)","klövervecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Grapholita",NA,"","","cydia compositella","","","https://dyntaxa.se/taxon/215167","micro","present"
"2558","Tortricidae",215211,43961,"Pammene albuginana","(Guenée, 1845)","ekgallssolvecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Pammene",NA,"","GUID: urn:lsid:faunaeur.org:taxname:439048","","ekgallsolvecklare","","https://dyntaxa.se/taxon/215211","micro","present"
"2559","Tortricidae",215209,43962,"Pammene argyrana","(Hübner, 1799)","mindre eksolvecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Pammene",NA,"","GUID: urn:lsid:faunaeur.org:taxname:439045","","liten eksolvecklare","","https://dyntaxa.se/taxon/215209","micro","present"
"2560","Tortricidae",215220,43964,"Pammene aurita","Razowski, 1992","guldsolvecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Pammene",NA,"","GUID: urn:lsid:faunaeur.org:taxname:439072","","gyllene sykomorsolvecklare","","https://dyntaxa.se/taxon/215220","micro","not present"
"2561","Tortricidae",102412,43911,"Grapholita gemmiferana","(Treitschke, 1835)","backvialsvecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Grapholita",NA,"","","cydia gemmiferana","backvialvecklare","","https://dyntaxa.se/taxon/102412","micro","not present"
"2562","Tortricidae",215178,43913,"Grapholita janthinana","(Duponchel, 1835)","hagtornsbärvecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Grapholita",NA,"","","cydia janthinana","hagtornbärvecklare","","https://dyntaxa.se/taxon/215178","micro","not present"
"2563","Tortricidae",215173,43914,"Grapholita jungiella","(Clerck, 1759)","majvecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Grapholita",NA,"","","cydia jungiella","förstamajvecklare","","https://dyntaxa.se/taxon/215173","micro","present"
"2564","Tortricidae",6003435,43915,"Grapholita lobarzewskii","(Nowicki, 1860)","trädgårdsvecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Grapholita",NA,"","","carpocapsa lobarzewskii, cydia lobarzewskii","trädgårdvecklare","","https://dyntaxa.se/taxon/6003435","micro","not present"
"2565","Tortricidae",215174,43916,"Grapholita lunulana","(Denis & Schiffermüller, 1775)","månfläcksvecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Grapholita",NA,"","","cydia lunulana","månfläckad ärtvecklare","","https://dyntaxa.se/taxon/215174","micro","present"
"2566","Tortricidae",215175,43918,"Grapholita orobana","(Treitschke, 1830)","vickervecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Grapholita",NA,"","","cydia orobana","vickerärtvecklare","","https://dyntaxa.se/taxon/215175","micro","present"
"2567","Tortricidae",215168,43919,"Grapholita pallifrontana","(Lienig & Zeller, 1846)","sötvedelsvecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Grapholita",NA,"","","cydia pallifrontana","sötvedelvecklare","","https://dyntaxa.se/taxon/215168","micro","not present"
"2568","Tortricidae",215177,43920,"Grapholita tenebrosana","Duponchel, 1843","mindre nyponvecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Grapholita",NA,"","","cydia roseticolana, grapholita roseticolana, cydia tenebrosana","nypononvecklare, nyponvecklare","Engelskt: brown striped-edge piercer,deep-brown piercer, Norskt (Bokmål): nypefrøvikler","https://dyntaxa.se/taxon/215177","micro","present"
"2569","Tortricidae",215077,43865,"Epinotia tetraquetrana","(Haworth, 1811)","björkgallvecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Epinotia",NA,"","GUID: urn:lsid:faunaeur.org:taxname:438963","","","","https://dyntaxa.se/taxon/215077","micro","present"
"2570","Tortricidae",215213,43975,"Pammene obscurana","(Stephens, 1834)","mörk björksolvecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Pammene",NA,"","GUID: urn:lsid:faunaeur.org:taxname:439051","","murrig björksolvecklare","","https://dyntaxa.se/taxon/215213","micro","present"
"2571","Tortricidae",215049,43869,"Eriopsela quadrana","(Hübner, 1813)","röllikerullvecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Eriopsela",NA,"","GUID: urn:lsid:faunaeur.org:taxname:439020","","röllikarullvecklare, röllekrullvecklare","","https://dyntaxa.se/taxon/215049","micro","present"
"2572","Tortricidae",215103,43871,"Eucosma aemulana","(Schläger, 1849)","mindre gullrisfrövecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Eucosma",NA,"","GUID: urn:lsid:faunaeur.org:taxname:438837","","stram gullrisfrövecklare","","https://dyntaxa.se/taxon/215103","micro","not present"
"2573","Tortricidae",214920,44149,"Cnephasia asseclana","(Denis & Schiffermüller, 1775)","mellangråvecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Cnephasia",NA,"","","cnephasia interjectana, tortrix asseclana, cnephasia virgaureana","utbredd gråvecklare, linskottvecklare","","https://dyntaxa.se/taxon/214920","micro","present"
"2574","Tortricidae",214923,44151,"Cnephasia communana","(Herrich-Schäffer, 1851)","försommargråvecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Cnephasia",NA,"","","","tidig gråvecklare","","https://dyntaxa.se/taxon/214923","micro","not present"
"2575","Tortricidae",214922,44153,"Cnephasia genitalana","Pierce & Metcalfe, 1915","småprickig gråvecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Cnephasia",NA,"","","","","","https://dyntaxa.se/taxon/214922","micro","not present"
"2576","Tortricidae",214917,44154,"Cnephasia incertana","(Treitschke, 1835)","ljus gråvecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Cnephasia",NA,"","","","osäker gråvecklare","","https://dyntaxa.se/taxon/214917","micro","present"
"2577","Tortricidae",214924,44155,"Cnephasia longana","(Haworth, 1811)","gulaktig gråvecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Cnephasia",NA,"","","","","","https://dyntaxa.se/taxon/214924","micro","present"
"2578","Tortricidae",214921,44156,"Cnephasia pasiuana","(Hübner, 1799)","stäppgråvecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Cnephasia",NA,"","","","steppgråvecklare","","https://dyntaxa.se/taxon/214921","micro","not present"
"2579","Tortricidae",214918,44158,"Cnephasia stephensiana","(Doubleday, 1849)","sensommargråvecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Cnephasia",NA,"","","","allmän gråvecklare","","https://dyntaxa.se/taxon/214918","micro","present"
"2580","Tortricidae",214860,44160,"Cochylidia heydeniana","(Herrich-Schäffer, 1851)","gråbinkevecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Cochylidia",NA,"","GUID: urn:lsid:faunaeur.org:taxname:439327","","","","https://dyntaxa.se/taxon/214860","micro","not present"
"2581","Tortricidae",214861,44162,"Cochylidia implicitana","(Wocke, 1856)","mörkbrämad gullrisblomvecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Cochylidia",NA,"","GUID: urn:lsid:faunaeur.org:taxname:439332","","","","https://dyntaxa.se/taxon/214861","micro","present"
"2582","Tortricidae",214859,44163,"Cochylidia moguntiana","(Rössler, 1864)","mindre fältmalörtsrotvecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Cochylidia",NA,"","GUID: urn:lsid:faunaeur.org:taxname:439326","","mindre fältmalörtrotvecklare","","https://dyntaxa.se/taxon/214859","micro","not present"
"2583","Tortricidae",100671,44164,"Cochylidia richteriana","(F.v Röslerstam, 1837)","större fältmalörtsrotvecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Cochylidia",NA,"","GUID: urn:lsid:faunaeur.org:taxname:439325","","större fältmalörtrotvecklare","","https://dyntaxa.se/taxon/100671","micro","not present"
"2584","Tortricidae",215163,43678,"Ancylis achatana","(Denis & Schiffermüller, 1775)","slånsikelvecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Ancylis",NA,"","GUID: urn:lsid:faunaeur.org:taxname:438712","","","","https://dyntaxa.se/taxon/215163","micro","present"
"2585","Tortricidae",215160,43679,"Ancylis apicella","(Denis & Schiffermüller, 1775)","långsikelvecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Ancylis",NA,"","GUID: urn:lsid:faunaeur.org:taxname:438704","","","","https://dyntaxa.se/taxon/215160","micro","present"
"2586","Tortricidae",215162,43680,"Ancylis badiana","(Denis & Schiffermüller, 1775)","gökärtssikelvecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Ancylis",NA,"","GUID: urn:lsid:faunaeur.org:taxname:438709","","allmän sikelvecklare","","https://dyntaxa.se/taxon/215162","micro","present"
"2587","Tortricidae",215152,43681,"Ancylis comptana","(Frölich, 1828)","smultronsikelvecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Ancylis",NA,"","GUID: urn:lsid:faunaeur.org:taxname:438692","","","","https://dyntaxa.se/taxon/215152","micro","present"
"2588","Tortricidae",215156,43682,"Ancylis diminutana","(Haworth, 1811)","spetssikelvecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Ancylis",NA,"","GUID: urn:lsid:faunaeur.org:taxname:438698","","","","https://dyntaxa.se/taxon/215156","micro","present"
"2589","Tortricidae",215154,43683,"Ancylis geminana","(Donovan, 1806)","grårandssikelvecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Ancylis",NA,"","GUID: urn:lsid:faunaeur.org:taxname:438694","","grårandsikelvecklare","","https://dyntaxa.se/taxon/215154","micro","present"
"2590","Tortricidae",249190,43684,"Ancylis kenneli","Kuznetsov, 1962","östlig sikelvecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Ancylis",NA,"","GUID: urn:lsid:faunaeur.org:taxname:438690","","","","https://dyntaxa.se/taxon/249190","micro","not present"
"2591","Tortricidae",215150,43685,"Ancylis laetana","(Fabricius, 1775)","aspsikelvecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Ancylis",NA,"","GUID: urn:lsid:faunaeur.org:taxname:438689","","","","https://dyntaxa.se/taxon/215150","micro","present"
"2592","Tortricidae",215164,43686,"Ancylis mitterbacheriana","(Denis & Schiffermüller, 1775)","eksikelvecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Ancylis",NA,"","GUID: urn:lsid:faunaeur.org:taxname:438713","","","","https://dyntaxa.se/taxon/215164","micro","present"
"2593","Tortricidae",215159,43687,"Ancylis myrtillana","(Treitschke, 1830)","blåbärssikelvecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Ancylis",NA,"","GUID: urn:lsid:faunaeur.org:taxname:438702","","blåbärsikelvecklare","","https://dyntaxa.se/taxon/215159","micro","present"
"2594","Tortricidae",100279,43688,"Ancylis obtusana","(Haworth, 1811)","trubbsikelvecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Ancylis",NA,"","GUID: urn:lsid:faunaeur.org:taxname:438691","","","","https://dyntaxa.se/taxon/100279","micro","present"
"2595","Tortricidae",100280,43689,"Ancylis paludana","(Barrett, 1871)","kärrvialssikelvecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Ancylis",NA,"","GUID: urn:lsid:faunaeur.org:taxname:438706","","sumpvialsikelvecklare","","https://dyntaxa.se/taxon/100280","micro","not present"
"2596","Tortricidae",215157,43691,"Ancylis selenana","(Guenée, 1845)","hagtornssikelvecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Ancylis",NA,"","GUID: urn:lsid:faunaeur.org:taxname:438699","","hagtornsikelvecklare","","https://dyntaxa.se/taxon/215157","micro","not present"
"2597","Tortricidae",215155,43692,"Ancylis subarcuana","(Douglas, 1847)","halvvågssikelvecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Ancylis",NA,"","GUID: urn:lsid:faunaeur.org:taxname:438696","","halvvågsikelvecklare","","https://dyntaxa.se/taxon/215155","micro","present"
"2598","Tortricidae",215165,43693,"Ancylis tineana","(Hübner, 1799)","björksikelvecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Ancylis",NA,"","GUID: urn:lsid:faunaeur.org:taxname:438714","","","","https://dyntaxa.se/taxon/215165","micro","present"
"2599","Tortricidae",215149,43694,"Ancylis uncella","(Denis & Schiffermüller, 1775)","gråfläckssikelvecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Ancylis",NA,"","GUID: urn:lsid:faunaeur.org:taxname:438688","","gråfläcksikelvecklare","","https://dyntaxa.se/taxon/215149","micro","present"
"2600","Tortricidae",215158,43695,"Ancylis unculana","(Haworth, 1811)","getapelsikelvecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Ancylis",NA,"","GUID: urn:lsid:faunaeur.org:taxname:438700","","","","https://dyntaxa.se/taxon/215158","micro","present"
"2601","Tortricidae",215148,43696,"Ancylis unguicella","(Linnaeus, 1758)","ljungsikelvecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Ancylis",NA,"","GUID: urn:lsid:faunaeur.org:taxname:438687","","","","https://dyntaxa.se/taxon/215148","micro","present"
"2602","Tortricidae",215153,43697,"Ancylis upupana","(Treitschke, 1835)","almsikelvecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Ancylis",NA,"","GUID: urn:lsid:faunaeur.org:taxname:438693","","","","https://dyntaxa.se/taxon/215153","micro","not present"
"2603","Tortricidae",214987,43699,"Apotomis algidana","Krogerus, 1946","nättecknad fjällknoppvecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Apotomis",NA,"","GUID: urn:lsid:faunaeur.org:taxname:438618","","","","https://dyntaxa.se/taxon/214987","micro","not present"
"2604","Tortricidae",214994,43701,"Apotomis betuletana","(Haworth, 1811)","gulanlupen björkknoppvecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Apotomis",NA,"","GUID: urn:lsid:faunaeur.org:taxname:438627,urn:lsid:faunaeur.org:taxname:438625","apotomis boreana","större brämknoppvecklare, större molnbrämknoppvecklare","","https://dyntaxa.se/taxon/214994","micro","not present"
"2605","Tortricidae",214995,43703,"Apotomis capreana","(Hübner, 1817)","sälgknoppvecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Apotomis",NA,"","GUID: urn:lsid:faunaeur.org:taxname:438630","","","","https://dyntaxa.se/taxon/214995","micro","not present"
"2606","Tortricidae",215000,43704,"Apotomis demissana","(Kennel, 1900)","mörkkantad fjällknoppvecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Apotomis",NA,"","GUID: urn:lsid:faunaeur.org:taxname:438636","","","","https://dyntaxa.se/taxon/215000","micro","not present"
"2607","Tortricidae",214998,43705,"Apotomis fraterculana","Krogerus, 1946","svart fjällknoppvecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Apotomis",NA,"","GUID: urn:lsid:faunaeur.org:taxname:438634","","","","https://dyntaxa.se/taxon/214998","micro","not present"
"2608","Tortricidae",214988,43706,"Apotomis infida","(Heinrich, 1926)","helbandad videknoppvecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Apotomis",NA,"","GUID: urn:lsid:faunaeur.org:taxname:438619","","","","https://dyntaxa.se/taxon/214988","micro","present"
"2609","Tortricidae",214991,43707,"Apotomis inundana","(Denis & Schiffermüller, 1775)","aspknoppvecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Apotomis",NA,"","GUID: urn:lsid:faunaeur.org:taxname:438624","","","","https://dyntaxa.se/taxon/214991","micro","present"
"2610","Tortricidae",214910,44206,"Exapate congelatella","(Clerck, 1759)","höstlångvecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Exapate",NA,"","GUID: urn:lsid:faunaeur.org:taxname:439679","","almvecklare","","https://dyntaxa.se/taxon/214910","micro","present"
"2611","Tortricidae",214870,44208,"Falseuncaria degreyana","(McLachlan, 1869)","kustkämpeblomvecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Falseuncaria",NA,"","GUID: urn:lsid:faunaeur.org:taxname:439292","","","","https://dyntaxa.se/taxon/214870","micro","not present"
"2612","Tortricidae",214871,44209,"Falseuncaria ruficiliana","(Haworth, 1811)","gullviveblomvecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Falseuncaria",NA,"","GUID: urn:lsid:faunaeur.org:taxname:439293","","","","https://dyntaxa.se/taxon/214871","micro","not present"
"2613","Tortricidae",214999,43711,"Apotomis sauciana","(Frölich, 1828)","svart blåbärsknoppvecklare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Apotomis",NA,"","GUID: urn:lsid:faunaeur.org:taxname:438635","","","","https://dyntaxa.se/taxon/214999","micro","not present"
