"","Family","Taxon.id","Global.sorteringsordning","Vetenskapligt.namn","Auktor","Svenskt.namn","Taxonstatus","Taxonkategori","Svensk.förekomst","Svensk.invandringshistoria","Rike","Fylum","Klass","Ordning","Familj","Släkte","Småart","Art","Andra.identifierare","Andra.vetenskapliga.namn","Andra.svenska.namn","Andra.namn","Webbadress","Category","Present_in_IBA"
"1","Adelidae",213903,39577,"Adela croesella","(Scopoli, 1763)","buskantennmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Adelidae","Adela",NA,"","GUID: urn:lsid:faunaeur.org:taxname:432340","phalaena croesella","","","https://dyntaxa.se/taxon/213903","micro","present"
"2","Adelidae",213902,39578,"Adela cuprella","(Denis & Schiffermüller, 1775)","videantennmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Adelidae","Adela",NA,"","GUID: urn:lsid:faunaeur.org:taxname:432335","tinea cuprella","","","https://dyntaxa.se/taxon/213902","micro","not present"
"3","Adelidae",213901,39579,"Adela reaumurella","(Linnaeus, 1758)","ekantennmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Adelidae","Adela",NA,"","GUID: urn:lsid:faunaeur.org:taxname:432333","phalaena viridella, phalaena reaumurella","","","https://dyntaxa.se/taxon/213901","micro","present"
"4","Adelidae",213904,39582,"Cauchas breviantennella","Nielsen & Johansson, 1980","fjällantennmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Adelidae","Cauchas",NA,"","GUID: urn:lsid:faunaeur.org:taxname:432313","","","","https://dyntaxa.se/taxon/213904","micro","not present"
"5","Adelidae",213905,39583,"Cauchas fibulella","(Denis & Schiffermüller, 1775)","dvärgantennmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Adelidae","Cauchas",NA,"","GUID: urn:lsid:faunaeur.org:taxname:432314","tinea fibulella","","","https://dyntaxa.se/taxon/213905","micro","present"
"6","Adelidae",213906,39585,"Cauchas rufimitrella","(Scopoli, 1763)","bräsmeantennmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Adelidae","Cauchas",NA,"","GUID: urn:lsid:faunaeur.org:taxname:432320","phalaena rufimitrella","bäckbräsmeantennmal","","https://dyntaxa.se/taxon/213906","micro","present"
"7","Adelidae",213895,39587,"Nemophora amatella","(Staudinger, 1892)","sibirisk antennmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Adelidae","Nemophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:432344","adela amatella, adela amurensis","","","https://dyntaxa.se/taxon/213895","micro","not present"
"8","Adelidae",213896,39588,"Nemophora bellela","(Walker, 1863)","dvärgbjörksantennmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Adelidae","Nemophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:432346","nemophora belella, adela bellela, adela esmarkella","","","https://dyntaxa.se/taxon/213896","micro","present"
"9","Adelidae",233224,39589,"Nemophora congruella","(Zeller, 1839)","barrantennmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Adelidae","Nemophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:432349","adela congruella","","","https://dyntaxa.se/taxon/233224","micro","present"
"10","Adelidae",101382,39590,"Nemophora cupriacella","(Hübner, 1819)","ängsväddsantennmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Adelidae","Nemophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:432362","tinea cupriacella","ängsväddantennmal","","https://dyntaxa.se/taxon/101382","micro","not present"
"11","Adelidae",213894,39591,"Nemophora degeerella","(Linnaeus, 1758)","lövskogsantennmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Adelidae","Nemophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:432343","phalaena degeerella","","","https://dyntaxa.se/taxon/213894","micro","present"
"12","Adelidae",213900,39592,"Nemophora dumerilella","(Duponchel, 1839)","alvarantennmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Adelidae","Nemophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:432374","nemophora dumeriliella, nemophora dumerilellus, adela dumerilellus","","","https://dyntaxa.se/taxon/213900","micro","not present"
"13","Adelidae",102471,39593,"Nemophora metallica","(Poda, 1761)","åkerväddsantennmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Adelidae","Nemophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:432355","tinea viridella, phalaena scabiosella, phalaena metallica","åkerväddantennmal","","https://dyntaxa.se/taxon/102471","micro","present"
"14","Adelidae",102472,39594,"Nemophora minimella","(Denis & Schiffermüller, 1775)","kärrantennmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Adelidae","Nemophora",NA,"","GUID: urn:lsid:faunaeur.org:taxname:432372","tinea minimella","","","https://dyntaxa.se/taxon/102472","micro","not present"
"15","Adelidae",101381,39598,"Nematopogon adansoniellus","(de Villers, 1789)","bokantennmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Adelidae","Nematopogon",NA,"","","nematopogon adansoniella, tinea panzerella, phalaena adansoniella, nematopogon panzerellus","","","https://dyntaxa.se/taxon/101381","micro","present"
"16","Adelidae",213909,39599,"Nematopogon magnus","(Zeller, 1878)","sorgantennmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Adelidae","Nematopogon",NA,"","GUID: urn:lsid:faunaeur.org:taxname:432295","nematopogon magna, nemophora variella, nemophora pilella var. magna, nemophora anonymella, nematopogon variellus","","","https://dyntaxa.se/taxon/213909","micro","present"
"17","Adelidae",213911,39600,"Nematopogon metaxellus","(Hübner, 1813)","bredvingeantennmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Adelidae","Nematopogon",NA,"","","nematopogon metaxella, tinea metaxella","punkterad antennmal, bredvingad antennmal","","https://dyntaxa.se/taxon/213911","micro","present"
"18","Adelidae",213907,39601,"Nematopogon pilellus","(Denis & Schiffermüller, 1775)","bronsantennmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Adelidae","Nematopogon",NA,"","","nematopogon pilella, tinea pilella","dimorf antennmal","","https://dyntaxa.se/taxon/213907","micro","present"
"19","Adelidae",213913,39602,"Nematopogon robertellus","(Clerck, 1759)","barrskogsantennmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Adelidae","Nematopogon",NA,"","","nematopogon robertella, phalaena robertella","","","https://dyntaxa.se/taxon/213913","micro","present"
"20","Adelidae",213908,39603,"Nematopogon schwarziellus","Zeller, 1839","gulaktig antennmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Adelidae","Nematopogon",NA,"","GUID: urn:lsid:faunaeur.org:taxname:432293","nematopogon schwarziella","","","https://dyntaxa.se/taxon/213908","micro","present"
"21","Adelidae",213912,39604,"Nematopogon swammerdamellus","(Linnaeus, 1758)","vårantennmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Adelidae","Nematopogon",NA,"","","nematopogon swammerdamella, phalaena swammerdamella","allmän antennmal","","https://dyntaxa.se/taxon/213912","micro","present"
"22","Alucitidae",102376,39643,"Alucita grammodactyla","(Zeller, 1841)","fältväddsfjädermott","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Alucitidae","Alucita",NA,"","GUID: urn:lsid:faunaeur.org:taxname:437888","","fältväddfjädermott","","https://dyntaxa.se/taxon/102376","micro","not present"
"23","Alucitidae",215259,39644,"Alucita hexadactyla","(Linnaeus, 1758)","kaprifolfjädermott","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Alucitidae","Alucita",NA,"","GUID: urn:lsid:faunaeur.org:taxname:437879","phalaena hexadactyla, alucita hexadactyla, oreneodes hexadactyla","tryfjädermott","","https://dyntaxa.se/taxon/215259","micro","present"
"24","Alucitidae",215261,39646,"Pterotopteryx dodecadactyla","(Hübner, 1813)","tryfjädermott","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Alucitidae","Pterotopteryx",NA,"","GUID: urn:lsid:faunaeur.org:taxname:437906","","","","https://dyntaxa.se/taxon/215261","micro","not present"
"25","Argyresthiidae",6004752,44313,"Argyresthia svenssoni","Bengtsson & Johansson, 2012","nordlig knoppmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Argyresthiidae","Argyresthia",NA,"","","","","","https://dyntaxa.se/taxon/6004752","micro","present"
"26","Argyresthiidae",214172,44298,"Argyresthia retinella","Zeller, 1839","björkskottsmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Argyresthiidae","Argyresthia",NA,"","","","björkskottmal","","https://dyntaxa.se/taxon/214172","micro","present"
"27","Argyresthiidae",214179,44295,"Argyresthia pruniella","(Clerck, 1759)","körsbärsmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Argyresthiidae","Argyresthia",NA,"","","phalaena pruniella, argyresthia ephippella","","","https://dyntaxa.se/taxon/214179","micro","present"
"28","Argyresthiidae",214177,44296,"Argyresthia pulchella","Zeller, 1846","häggknoppmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Argyresthiidae","Argyresthia",NA,"","","","","","https://dyntaxa.se/taxon/214177","micro","present"
"29","Argyresthiidae",214167,44293,"Argyresthia goedartella","(Linnaeus, 1758)","alhängemal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Argyresthiidae","Argyresthia",NA,"","","phalaena goedartella","","","https://dyntaxa.se/taxon/214167","micro","present"
"30","Argyresthiidae",214165,44294,"Argyresthia ivella","(Haworth, 1828)","sebraglansmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Argyresthiidae","Argyresthia",NA,"","","tinea ivella","vildapelknoppmal","","https://dyntaxa.se/taxon/214165","micro","present"
"31","Argyresthiidae",214178,44299,"Argyresthia semifusca","(Haworth, 1828)","häggskottsmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Argyresthiidae","Argyresthia",NA,"","","erminea semifusca, argyresthia spiniella","häggskottmal","","https://dyntaxa.se/taxon/214178","micro","present"
"32","Argyresthiidae",214182,44300,"Argyresthia semitestacella","(Curtis, 1833)","bokskottsmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Argyresthiidae","Argyresthia",NA,"","","ederesa semitestacella","bokskottmal","","https://dyntaxa.se/taxon/214182","micro","not present"
"33","Argyresthiidae",214169,44301,"Argyresthia sorbiella","(Treitschke, 1833)","rönnknoppmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Argyresthiidae","Argyresthia",NA,"","","oecophora sorbiella, argyresthia submontana","oxelknoppmal","","https://dyntaxa.se/taxon/214169","micro","present"
"34","Argyresthiidae",214163,44284,"Argyresthia abdominalis","Zeller, 1839","linjerad enbarrsmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Argyresthiidae","Argyresthia",NA,"","","","linjerad enbarrmal","","https://dyntaxa.se/taxon/214163","micro","present"
"35","Argyresthiidae",214160,44306,"Argyresthia arceuthina","Zeller, 1839","enskottmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Argyresthiidae","Argyresthia",NA,"","","blastotere arceuthina","enskottsmal","","https://dyntaxa.se/taxon/214160","micro","present"
"36","Argyresthiidae",214158,44307,"Argyresthia bergiella","(Ratzeburg, 1840)","guldglansmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Argyresthiidae","Argyresthia",NA,"","","blastotere bergiella","guldgranknoppmal","","https://dyntaxa.se/taxon/214158","micro","present"
"37","Argyresthiidae",214162,44308,"Argyresthia dilectella","Zeller, 1847","vattrad enbarrsmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Argyresthiidae","Argyresthia",NA,"","","blastotere dilectella","vattrad enbarrmal, punkterad enbarrmal","","https://dyntaxa.se/taxon/214162","micro","present"
"38","Argyresthiidae",214175,44302,"Argyresthia spinosella","Stainton, 1849","grå slånknoppmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Argyresthiidae","Argyresthia",NA,"","","erminea mendica, argyresthia mendica","","","https://dyntaxa.se/taxon/214175","micro","present"
"39","Argyresthiidae",214156,44311,"Argyresthia laevigatella","Herrich-Schäffer, 1855","lärkskottmal","Accepterat","Art","Bofast och reproducerande","Passivt inkommen efter år 1800","Animalia","Arthropoda","Insecta","Lepidoptera","Argyresthiidae","Argyresthia",NA,"","","blastotere laevigatella","lärkskottsmal","","https://dyntaxa.se/taxon/214156","micro","not present"
"40","Argyresthiidae",214159,44312,"Argyresthia praecocella","Zeller, 1839","enbärsmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Argyresthiidae","Argyresthia",NA,"","","blastotere praecocella","","","https://dyntaxa.se/taxon/214159","micro","present"
"41","Argyresthiidae",214164,44286,"Argyresthia aurulentella","Stainton, 1849","guldbarrmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Argyresthiidae","Argyresthia",NA,"","","","guldenbarrmal","","https://dyntaxa.se/taxon/214164","micro","present"
"42","Argyresthiidae",214157,44309,"Argyresthia glabratella","(Zeller, 1847)","granknoppmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Argyresthiidae","Argyresthia",NA,"","","blastotere glabratella","granknoppsmal","","https://dyntaxa.se/taxon/214157","micro","present"
"43","Argyresthiidae",214168,44297,"Argyresthia pygmaeella","(Denis & Schiffermüller, 1775)","sälghängemal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Argyresthiidae","Argyresthia",NA,"","","tinea pygmaeella","","","https://dyntaxa.se/taxon/214168","micro","present"
"44","Argyresthiidae",214181,44285,"Argyresthia albistria","(Haworth, 1828)","rödbrun slånknoppmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Argyresthiidae","Argyresthia",NA,"","","erminea albistria","","","https://dyntaxa.se/taxon/214181","micro","present"
"45","Argyresthiidae",214171,44290,"Argyresthia curvella","(Linnaeus, 1761)","äppelknoppmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Argyresthiidae","Argyresthia",NA,"","","tinea arcella, argyresthia arcella, phalaena curvella, tinea cornella, argyresthia cornella","äppleknoppmal","","https://dyntaxa.se/taxon/214171","micro","present"
"46","Argyresthiidae",214180,44287,"Argyresthia bonnetella","(Linnaeus, 1758)","hagtornsknoppmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Argyresthiidae","Argyresthia",NA,"","","phalaena bonnetella","","","https://dyntaxa.se/taxon/214180","micro","present"
"47","Argyresthiidae",214166,44288,"Argyresthia brockeella","(Hübner, 1813)","björkhängemal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Argyresthiidae","Argyresthia",NA,"","","tinea brockeella","björkknoppmal","","https://dyntaxa.se/taxon/214166","micro","present"
"48","Argyresthiidae",214176,44289,"Argyresthia conjugella","Zeller, 1839","rönnbärsmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Argyresthiidae","Argyresthia",NA,"","","","","","https://dyntaxa.se/taxon/214176","micro","present"
"49","Argyresthiidae",214173,44291,"Argyresthia fundella","(Fischer von Röslerstamm, 1835)","silvergransbarrmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Argyresthiidae","Argyresthia",NA,"","","oecophora fundella","silvergranbarrmal","","https://dyntaxa.se/taxon/214173","micro","present"
"50","Argyresthiidae",214174,44292,"Argyresthia glaucinella","Zeller, 1839","ekbarkmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Argyresthiidae","Argyresthia",NA,"","","","","","https://dyntaxa.se/taxon/214174","micro","present"
"51","Argyresthiidae",214161,44314,"Argyresthia trifasciata","Staudinger, 1871","trädgårdsmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Argyresthiidae","Argyresthia",NA,"","","blastotere trifasciata","","","https://dyntaxa.se/taxon/214161","micro","not present"
"52","Autostichidae",214577,39853,"Oegoconia deauratella","(Herrich-Schäffer, 1854)","vitbandad förnamal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Autostichidae","Oegoconia",NA,"","GUID: urn:lsid:faunaeur.org:taxname:434298","","","","https://dyntaxa.se/taxon/214577","micro","present"
"53","Autostichidae",101078,39850,"Holcopogon bubulcellus","(Staudinger, 1859)","hästlortmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Autostichidae","Holcopogon",NA,"","GUID: urn:lsid:faunaeur.org:taxname:434484","","","","https://dyntaxa.se/taxon/101078","micro","not present"
"54","Autostichidae",6004678,39856,"Oegoconia uralskella","Popescu-Gorj & Căpuşe, 1965","klippförnamal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Autostichidae","Oegoconia",NA,"","GUID: urn:lsid:faunaeur.org:taxname:434295","","","","https://dyntaxa.se/taxon/6004678","micro","not present"
"55","Batrachedridae",6330903,39860,"Batrachedra confusella","Berggren, Aarvik, Huemer, Lee & Mutanen, 2022","tallsmalvingemal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Batrachedridae","Batrachedra",NA,"","","batrachedra pinicolella","","","https://dyntaxa.se/taxon/6330903","micro","not present"
"56","Batrachedridae",214422,39861,"Batrachedra pinicolella/confusella","","","Accepterat","Kollektivtaxon","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Batrachedridae","Batrachedra",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435595","batrachedra pinicolella","tallsmalvingemal","","https://dyntaxa.se/taxon/214422","micro","not present"
"57","Batrachedridae",6330904,39859,"Batrachedra pinicolella","(Zeller, 1839)","gransmalvingemal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Batrachedridae","Batrachedra",NA,"","","","","","https://dyntaxa.se/taxon/6330904","micro","present"
"58","Batrachedridae",214421,39862,"Batrachedra praeangusta","(Haworth, 1828)","aspsmalvingemal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Batrachedridae","Batrachedra",NA,"","GUID: urn:lsid:faunaeur.org:taxname:435592","","","","https://dyntaxa.se/taxon/214421","micro","present"
"59","Bedelliidae",214225,44317,"Bedellia somnulentella","(Zeller, 1847)","åkervindemal","Accepterat","Art","Påträffad, okänt om reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Bedelliidae","Bedellia",NA,"","GUID: urn:lsid:faunaeur.org:taxname:434196","lyonetia somnulentella","","","https://dyntaxa.se/taxon/214225","micro","present"
"60","Blastobasidae",214575,39871,"Hypatopa inunctella","(Zeller, 1839)","alskogsförnamal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Blastobasidae","Hypatopa",NA,"","GUID: urn:lsid:faunaeur.org:taxname:434593","","","","https://dyntaxa.se/taxon/214575","micro","not present"
"61","Blastobasidae",214574,39870,"Hypatopa binotella","(Thunberg, 1794)","barrskogsförnamal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Blastobasidae","Hypatopa",NA,"","GUID: urn:lsid:faunaeur.org:taxname:434592","","","","https://dyntaxa.se/taxon/214574","micro","present"
"62","Blastobasidae",6329887,39868,"Blastobasis glandulella","(Riley, 1871)","ekförnamal","Accepterat","Art","Tillfällig förekomst (alt. kvarstående)","","Animalia","Arthropoda","Insecta","Lepidoptera","Blastobasidae","Blastobasis",NA,"","","gelechia glandulella","","","https://dyntaxa.se/taxon/6329887","micro","not present"
"63","Blastobasidae",214576,39873,"Hypatopa segnella","(Zeller, 1873)","blandskogsförnamal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Blastobasidae","Hypatopa",NA,"","GUID: urn:lsid:faunaeur.org:taxname:434598","","","","https://dyntaxa.se/taxon/214576","micro","not present"
"64","Blastobasidae",214573,39867,"Blastobasis laticolella","Rebel, 1940","madeiraförnamal","Accepterat","Art","Tillfällig förekomst (alt. kvarstående)","Passivt inkommen efter år 1800","Animalia","Arthropoda","Insecta","Lepidoptera","Blastobasidae","Blastobasis",NA,"","GUID: urn:lsid:faunaeur.org:taxname:434552","blastobasis decolorella","","","https://dyntaxa.se/taxon/214573","micro","not present"
"65","Brahmaeidae",101189,39650,"Lemonia dumi","(Linnaeus, 1761)","mjölkörtsspinnare","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Brahmaeidae","Lemonia",NA,"","GUID: urn:lsid:faunaeur.org:taxname:443583","lemonia dumeti, phalaena dumi","mjölkörtspinnare","","https://dyntaxa.se/taxon/101189","MACRO","not present"
"66","Bucculatricidae",214030,41248,"Bucculatrix albedinella","(Zeller, 1839)","almkronmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Bucculatricidae","Bucculatrix",NA,"","GUID: urn:lsid:faunaeur.org:taxname:433463","elachista boyerella, lyonetia albedinella","almögonlappmal, skogsalmskronmal","","https://dyntaxa.se/taxon/214030","micro","present"
"67","Bucculatricidae",102389,41260,"Bucculatrix laciniatella","Benander, 1931","alvarkronmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Bucculatricidae","Bucculatrix",NA,"","GUID: urn:lsid:faunaeur.org:taxname:433503","","alvarmalörtögonlappmal","","https://dyntaxa.se/taxon/102389","micro","not present"
"68","Bucculatricidae",214024,41262,"Bucculatrix maritima","Stainton, 1851","strandasterkronmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Bucculatricidae","Bucculatrix",NA,"","GUID: urn:lsid:faunaeur.org:taxname:433506","","strandasterögonlappmal","","https://dyntaxa.se/taxon/214024","micro","not present"
"69","Bucculatricidae",214021,41263,"Bucculatrix nigricomella","(Zeller, 1839)","prästkragskronmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Bucculatricidae","Bucculatrix",NA,"","GUID: urn:lsid:faunaeur.org:taxname:433509","lyonetia nigricomella, bucculatrix aurimaculella","prästkrageögonlappmal, prästkragekronmal","","https://dyntaxa.se/taxon/214021","micro","present"
"70","Bucculatricidae",214025,41250,"Bucculatrix artemisiella","Herrich-Schäffer, 1855","kalkkronmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Bucculatricidae","Bucculatrix",NA,"","GUID: urn:lsid:faunaeur.org:taxname:433473","","kalkögonlappmal","","https://dyntaxa.se/taxon/214025","micro","not present"
"71","Bucculatricidae",214022,41259,"Bucculatrix humiliella","Herrich-Schäffer, 1855","vinterkronmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Bucculatricidae","Bucculatrix",NA,"","GUID: urn:lsid:faunaeur.org:taxname:433499","bucculatrix capreella, bucculatrix obscurella","vinterögonlappmal","","https://dyntaxa.se/taxon/214022","micro","present"
"72","Bucculatricidae",214034,41267,"Bucculatrix ulmella","Zeller, 1848","ekkronmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Bucculatricidae","Bucculatrix",NA,"","GUID: urn:lsid:faunaeur.org:taxname:433522","","ekögonlappmal","","https://dyntaxa.se/taxon/214034","micro","present"
"73","Bucculatricidae",6003430,41268,"Bucculatrix ulmifoliae","M.Hering, 1931","lundalmskronmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Bucculatricidae","Bucculatrix",NA,"","GUID: urn:lsid:faunaeur.org:taxname:433524","","","","https://dyntaxa.se/taxon/6003430","micro","present"
"74","Bucculatricidae",214027,41265,"Bucculatrix ratisbonensis","Stainton, 1861","sandkronmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Bucculatricidae","Bucculatrix",NA,"","GUID: urn:lsid:faunaeur.org:taxname:433517","","sandögonlappmal","","https://dyntaxa.se/taxon/214027","micro","not present"
"75","Bucculatricidae",214036,41266,"Bucculatrix thoracella","(Thunberg, 1794)","lindkronmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Bucculatricidae","Bucculatrix",NA,"","GUID: urn:lsid:faunaeur.org:taxname:433521","tinea thoracella","lindögonlappmal","","https://dyntaxa.se/taxon/214036","micro","present"
"76","Bucculatricidae",214031,41257,"Bucculatrix frangutella","(Goeze, 1783)","brakvedskronmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Bucculatricidae","Bucculatrix",NA,"","GUID: urn:lsid:faunaeur.org:taxname:433494","tinea frangutella, bucculatrix frangulella","brakvedögonlappmal","","https://dyntaxa.se/taxon/214031","micro","present"
"77","Bucculatricidae",214035,41254,"Bucculatrix cidarella","(Zeller, 1839)","alkronmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Bucculatricidae","Bucculatrix",NA,"","GUID: urn:lsid:faunaeur.org:taxname:433485","lyonetia cidarella","alögonlappmal","","https://dyntaxa.se/taxon/214035","micro","present"
"78","Bucculatricidae",214033,41252,"Bucculatrix bechsteinella","(Scharfenberg, 1805)","hagtornskronmal","Accepterat","Art","Bofast och reproducerande","Spontan","Animalia","Arthropoda","Insecta","Lepidoptera","Bucculatricidae","Bucculatrix",NA,"","GUID: urn:lsid:faunaeur.org:taxname:433475","tinea bechsteinella, bucculatrix crataegi, lyonetia crataegi","hagtornögonlappmal","","https://dyntaxa.se/taxon/214033","micro","present"
