"cluster" "Kingdom" "Phylum" "Class" "Order" "Family" "Genus" "Species" "BOLD_bin" "updated_BIN_annotation" "updated_BIN_annotation_n_records" "updated_BIN_annotation_prop" "dyntaxa_match" "dyntaxa_name" "SE_occurrence"
"7710" "Tortricidae_cluster166" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Tortricidae" "Olethreutes" "Olethreutes_X" "BOLAAJ2026" "Celypha siderana" 23 0.92 "Exact" "Celypha siderana" "Bofast och reproducerande"
"7783" "Sphingidae_cluster4" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Sphingidae" "Sphinx" "Sphinx_X" "BOLAAA8863" "Hyloicus pinastri" 44 0.647058823529412 "NeedsManualSelection" "Välj ett av 2 matchande taxa; Art: Hyloicus pinastri (Linnaeus, 1758), tallsvärmare [215510]; Art: Sphinx pinastri Linnaeus, 1758, tallsvärmare [201192]" ""
"7806" "Geometridae_cluster122" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Geometridae" "Perizoma" "Perizoma_X" "BOLAAE3950" "Mesotype didymata" 24 0.857142857142857 "Exact" "Mesotype didymata" "Bofast och reproducerande"
"7821" "Tineidae_cluster7" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Tineidae" "Nemapogon" "Nemapogon_X" "BOLAAD6594" "Nemapogon koenigi" 12 0.5 "NoMatch" "" ""
"8009" "Incurvariidae_cluster9" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Incurvariidae" "Incurvaria" "Incurvaria_X" "BOLAAE2484" "Lampronia capitella" 13 0.928571428571429 "Exact" "Lampronia capitella" "Bofast och reproducerande"
"8020" "Pterophoridae_cluster12" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Pterophoridae" "Crombrugghia" "Crombrugghia_X" "BOLAAD7067" "Oxyptilus distans" 17 0.414634146341463 "Exact" "Crombrugghia distans" "Bofast och reproducerande"
"8041" "Psychidae_cluster9" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Psychidae" "Bacotia" "Bacotia_X" "BOLAAI8072" "Bacotia claustrella" 12 0.75 "Exact" "Bacotia claustrella" "Bofast och reproducerande"
"8061" "Psychidae_cluster10" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Psychidae" "Psychidae_X" "Psychidae_XX" "BOLAAI5840" "Dahlica listerella" 51 0.653846153846154 "Exact" "Dahlica listerella" "Bofast och reproducerande"
"8221" "Geometridae_cluster123" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Geometridae" "Perizoma" "Perizoma_X" "BOLAAE9770" "Martania taeniata" 25 0.961538461538462 "Exact" "Martania taeniata" "Bofast och reproducerande"
"8270" "Coleophoridae_cluster34" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Coleophoridae" "Coleophora" "Coleophora_X" "BOLAAF3728" "Coleophora discordella" 12 0.666666666666667 "Exact" "Coleophora discordella" "Bofast och reproducerande"
"8304" "Crambidae_cluster34" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Crambidae" "Ostrinia" "Ostrinia_X" "BOLAAA2654" "" 0 0 "" "" ""
"8516" "Tortricidae_cluster175" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Tortricidae" "Epiblema" "Epiblema_X" "BOLAAC0715" "Epiblema scutulana" 27 0.519230769230769 "Exact" "Epiblema scutulana" "Bofast och reproducerande"
"8563" "Geometridae_cluster124" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Geometridae" "Pasiphila" "Pasiphila_X" "BOLACJ3304" "Unspecified*" 1 0.5 "" "" ""
"8600" "Noctuidae_cluster111" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Noctuidae" "Plusia" "Plusia_X" "BOLAAB2458" "Plusia festucae" 34 0.523076923076923 "Exact" "Plusia festucae" "Bofast och reproducerande"
"8624" "Psychidae_cluster12" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Psychidae" "Psychidae_X" "Psychidae_XX" "BOLAAD0603" "Proutia norvegica" 7 1 "Exact" "Proutia norvegica" "Bofast och reproducerande"
"8692" "Noctuidae_cluster113" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Noctuidae" "Coenophila" "Coenophila_X" "BOLAAD2661" "Unspecified*" 48 0.727272727272727 "" "" ""
"8884" "Geometridae_cluster125" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Geometridae" "Xanthorhoe" "Xanthorhoe_X" "BOLAAA5318" "Xanthorhoe decoloraria" 102 0.593023255813954 "Exact" "Xanthorhoe decoloraria" "Bofast och reproducerande"
"8980" "Tortricidae_cluster180" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Tortricidae" "Acleris" "Acleris_X" "BOLAAB3525" "Acleris cf. emargana" 23 0.410714285714286 "NoMatch" "" ""
"9001" "Tortricidae_cluster181" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Tortricidae" "Tortricidae_X" "Tortricidae_XX" "BOLAAF4644" "Argyroploce concretana" 3 0.5 "Exact" "Argyroploce concretana" "Bofast och reproducerande"
"9114" "Gelechiidae_cluster77" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Gelechiidae" "Klimeschiopsis" "Klimeschiopsis_X" "BOLAAF3126" "Klimeschiopsis kiningerella" 16 1 "Exact" "Klimeschiopsis kiningerella" "Bofast och reproducerande"
"9119" "Geometridae_cluster127" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Geometridae" "Anticlea" "Anticlea_X" "BOLAAC3576" "Earophila badiata" 31 0.81578947368421 "Exact" "Earophila badiata" "Bofast och reproducerande"
"9264" "Tortricidae_cluster186" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Tortricidae" "Tortricidae_X" "Tortricidae_XX" "BOLAAA3058" "Unspecified*" 27 0.457627118644068 "" "" ""
"9505" "Incurvariidae_cluster10" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Incurvariidae" "Incurvaria" "Incurvaria_X" "BOLAAD5208" "Lampronia rupella" 21 0.777777777777778 "Exact" "Lampronia rupella" "Bofast och reproducerande"
"9832" "Tischeriidae_cluster3" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Tischeriidae" "Tischeria" "Tischeria_X" "BOLAAI0596" "Coptotriche heinemanni" 6 1 "Exact" "Coptotriche heinemanni" "Bofast och reproducerande"
"9869" "Tortricidae_cluster189" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Tortricidae" "Zeiraphera" "Zeiraphera_X" "BOLAAA7907" "Unspecified*" 136 0.363636363636364 "" "" ""
"10055" "Sphingidae_cluster5" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Sphingidae" "Hyles" "Hyles_X" "BOLACE4003" "Hyles gallii" 53 0.6625 "Exact" "Hyles gallii" "Bofast och reproducerande"
"10151" "Geometridae_cluster134" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Geometridae" "Eulithis" "Eulithis_X" "BOLAAB5983" "Gandaritis pyraliata" 51 0.944444444444444 "Exact" "Gandaritis pyraliata" "Bofast och reproducerande"
"10452" "Pieridae_cluster6" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Pieridae" "Colias" "Colias_X" "BOLAAA4471" "Colias palaeno" 10 0.5 "Exact" "Colias palaeno" "Bofast och reproducerande"
"10582" "Sphingidae_cluster6" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Sphingidae" "Hemaris" "Hemaris_X" "BOLACE7540" "Hemaris tityus" 16 0.8 "Exact" "Hemaris tityus" "Bofast och reproducerande"
"10891" "Geometridae_cluster142" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Geometridae" "Perizoma" "Perizoma_X" "BOLAAC0743" "Perizoma hydrata" 32 0.524590163934426 "Exact" "Perizoma hydrata" "Bofast och reproducerande"
"11265" "Coleophoridae_cluster43" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Coleophoridae" "Coleophora" "Coleophora_X" "BOLAAE9656" "Coleophora siccifolia" 6 0.31578947368421 "Exact" "Coleophora siccifolia" "Bofast och reproducerande"
"11267" "Pyralidae_cluster12" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Pyralidae" "Myelois" "Myelois_X" "BOLAAJ0642" "Episcythrastis tetricella" 17 0.894736842105263 "Exact" "Episcythrastis tetricella" "Bofast och reproducerande"
"11290" "Noctuidae_cluster134" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Noctuidae" "Loscopia" "Loscopia_X" "BOLAAC0150" "Apamea scolopacina" 48 0.96 "Exact" "Apamea scolopacina" "Bofast och reproducerande"
"11495" "Noctuidae_cluster136" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Noctuidae" "Diarsia" "Diarsia_X" "BOLACT1321" "Diarsia florida" 4 0.571428571428571 "Exact" "Diarsia florida" "Bofast och reproducerande"
"11844" "Pieridae_cluster7" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Pieridae" "Colias" "Colias_X" "BOLAAA3447" "Colias palaeno" 132 0.153667054714785 "Exact" "Colias palaeno" "Bofast och reproducerande"
"12125" "Noctuidae_cluster140" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Noctuidae" "Hada" "Hada_X" "BOLAAC2435" "Hada plebeja" 51 0.645569620253165 "Exact" "Hada plebeja" "Bofast och reproducerande"
"12418" "Drepanidae_cluster5" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Drepanidae" "Drepanidae_X" "Drepanidae_XX" "BOLAAA6343" "Drepana bilineata" 69 0.711340206185567 "NoMatch" "" ""
"12534" "Tortricidae_cluster205" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Tortricidae" "Hedya" "Hedya_X" "BOLAAE5951" "Argyroploce roseomaculana" 11 1 "Exact" "Argyroploce roseomaculana" "Bofast och reproducerande"
"12705" "Gelechiidae_cluster93" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Gelechiidae" "Caryocolum" "Caryocolum_X" "BOLAAH4687" "Caryocolum proximum" 39 0.696428571428571 "Exact" "Caryocolum proximum" "Bofast och reproducerande"
"14001" "Coleophoridae_cluster49" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Coleophoridae" "Coleophora" "Coleophora_X" "BOLAAB8489" "Coleophora albidella" 32 0.4 "Exact" "Coleophora albidella" "Bofast och reproducerande"
"14047" "Plutellidae_cluster6" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Plutellidae" "Ypsolophus" "Ypsolophus_X" "BOLAAD2598" "Ypsolopha sequella" 26 0.742857142857143 "Exact" "Ypsolopha sequella" "Bofast och reproducerande"
"14111" "Noctuidae_cluster151" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Noctuidae" "Photedes" "Photedes_X" "BOLAAC7939" "Photedes minima" 26 0.619047619047619 "Exact" "Photedes minima" "Bofast och reproducerande"
"14368" "Gelechiidae_cluster99" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Gelechiidae" "Athrips" "Athrips_X" "BOLAAF5922" "Athrips tetrapunctella" 4 0.8 "Exact" "Athrips tetrapunctellus" "Bofast och reproducerande"
"14662" "Tortricidae_cluster225" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Tortricidae" "Blastesthia" "Blastesthia_X" "BOLAAE7999" "Pseudococcyx turionella" 18 0.36 "Exact" "Pseudococcyx turionella" "Bofast och reproducerande"
"15128" "Tortricidae_cluster227" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Tortricidae" "Dichrorampha" "Dichrorampha_X" "BOLAAA8636" "Dichrorampha sedatana" 40 0.701754385964912 "Exact" "Dichrorampha sedatana" "Bofast och reproducerande"
"15744" "Tortricidae_cluster230" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Tortricidae" "Aethes" "Aethes_X" "BOLAAC2885" "Aethes cnicana" 44 0.656716417910448 "Exact" "Aethes cnicana" "Bofast och reproducerande"
"15909" "Geometridae_cluster169" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Geometridae" "Chloroclysta" "Chloroclysta_X" "BOLAAA9515" "Chloroclysta siterata" 68 0.552845528455285 "Exact" "Chloroclysta siterata" "Bofast och reproducerande"
"15946" "Gelechiidae_cluster105" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Gelechiidae" "Monochroa" "Monochroa_X" "BOLAAF9390" "Monochroa suffusella" 17 0.607142857142857 "Exact" "Monochroa suffusella" "Bofast och reproducerande"
"16038" "Tortricidae_cluster233" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Tortricidae" "Pammene" "Pammene_X" "BOLAAC8302" "Pammene fasciana" 20 0.444444444444444 "Exact" "Pammene fasciana" "Bofast och reproducerande"
"16336" "Noctuidae_cluster158" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Noctuidae" "Acronicta" "Acronicta_X" "BOLAAF0427" "Acronicta tridens" 15 0.714285714285714 "Exact" "Acronicta tridens" "Bofast och reproducerande"
"16554" "Tortricidae_cluster237" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Tortricidae" "Aethes" "Aethes_X" "BOLADD1651" "" 0 0 "" "" ""
"17172" "Gracillariidae_cluster68" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Gracillariidae" "Caloptilia" "Caloptilia_X" "BOLAAC7934" "Caloptilia semifascia" 36 0.580645161290323 "NeedsManualSelection" "Välj ett av 2 matchande taxa; Art: Caloptilia semifascia (Haworth, 1828), naverlönnsstyltmal [263746]; Art: Caloptilia jurateae B.Å.Bengtsson, 2010, skogslönnsstyltmal [214049]" ""
"17325" "Nepticulidae_cluster45" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Nepticulidae" "Stigmella" "Stigmella_X" "BOLAAC8507" "Stigmella saliciscluster2" 64 1 "NoMatch" "" ""
"17662" "Nymphalidae_cluster23" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Nymphalidae" "Hipparchia" "Hipparchia_X" "BOLAAB0589" "Hipparchia semele" 128 0.486692015209125 "Exact" "Hipparchia semele" "Bofast och reproducerande"
"17861" "Nepticulidae_cluster47" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Nepticulidae" "Ectoedemia" "Ectoedemia_X" "BOLAAB9664" "Ectoedemia arcuatella" 21 0.375 "Exact" "Ectoedemia arcuatella" "Bofast och reproducerande"
"17958" "Eriocraniidae_cluster9" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Eriocraniidae" "Eriocrania" "Eriocrania_X" "BOLAAB3764" "Eriocrania semipurpurella" 88 0.709677419354839 "Exact" "Eriocrania semipurpurella" "Bofast och reproducerande"
"18030" "Tortricidae_cluster244" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Tortricidae" "Acleris" "Acleris_X" "BOLAAB6465" "Acleris sp. 4" 7 0.466666666666667 "NoMatch" "" ""
"18315" "Noctuidae_cluster165" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Noctuidae" "Leucania" "Leucania_X" "BOLAAA3150" "Leucania dia" 153 0.607142857142857 "NoMatch" "" ""
"19733" "Saturniidae_cluster1" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Saturniidae" "Saturnia" "Saturnia_X" "BOLAAA8149" "Unspecified*" 95 0.633333333333333 "" "" ""
"19867" "Geometridae_cluster179" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Geometridae" "Chlorissa" "Chlorissa_X" "BOLABY5630" "Chlorissa viridata" 20 0.48780487804878 "Exact" "Chlorissa viridata" "Bofast och reproducerande"
"20313" "Momphidae_cluster13" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Momphidae" "Mompha" "Mompha_X" "BOLAAB9188" "Mompha sp." 5 0.454545454545455 "NoMatch" "" ""
"21300" "Tortricidae_cluster254" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Tortricidae" "Acleris" "Acleris_X" "BOLAAA6999" "Acleris emargana" 8 0.421052631578947 "Exact" "Acleris emargana" "Bofast och reproducerande"
"21669" "Coleophoridae_cluster59" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Coleophoridae" "Coleophora" "Coleophora_X" "BOLAAB4768" "Coleophora laricella" 78 0.629032258064516 "Exact" "Coleophora laricella" "Bofast och reproducerande"
"21987" "Psychidae_cluster13" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Psychidae" "Solenobia" "Solenobia_X" "BOLADY2006" "" 0 0 "" "" ""
"22006" "Oecophoridae_cluster22" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Oecophoridae" "Schiffermuelleria" "Schiffermuelleria_X" "BOLAAM9881" "Telechrysis tripuncta" 5 1 "Exact" "Telechrysis tripuncta" "Bofast och reproducerande"
"22378" "Coleophoridae_cluster60" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Coleophoridae" "Metriotes" "Metriotes_X" "BOLAAC4513" "Coleophora lutarea" 20 0.909090909090909 "Exact" "Coleophora lutarea" "Bofast och reproducerande"
"22464" "Heliozelidae_cluster6" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Heliozelidae" "Heliozela" "Heliozela_X" "BOLAAC8613" "Perittia herrichiella" 25 0.714285714285714 "Exact" "Perittia herrichiella" "Bofast och reproducerande"
"22921" "Nepticulidae_cluster59" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Nepticulidae" "Stigmella" "Stigmella_X" "BOLAAT9425" "Stigmella saliciscluster6" 4 1 "NoMatch" "" ""
"23722" "Ypsolophidae_cluster14" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Ypsolophidae" "Ochsenheimeria" "Ochsenheimeria_X" "BOLADM5049" "Ochsenheimeria sp." 1 1 "NoMatch" "" ""
"24083" "Oecophoridae_cluster23" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Oecophoridae" "Schiffermuelleria" "Schiffermuelleria_X" "BOLAAM9881" "Telechrysis tripuncta" 5 1 "Exact" "Telechrysis tripuncta" "Bofast och reproducerande"
"24098" "Nepticulidae_cluster65" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Nepticulidae" "Stigmella" "Stigmella_X" "BOLAAC8506" "Stigmella saliciscluster3" 36 0.947368421052632 "NoMatch" "" ""
"24710" "Erebidae_cluster47" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Erebidae" "Erebidae_X" "Erebidae_XX" "BOLAAC0134" "Spilosoma lutea" 31 0.553571428571429 "NeedsManualSelection" "Välj ett av 2 matchande taxa; Art: Spilosoma luteum (Hufnagel, 1766), gul tigerspinnare [216317]; Art: Spilarctia lutea (Hufnagel, 1766), gul tigerspinnare [201288]" ""
"25053" "Oecophoridae_cluster24" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Oecophoridae" "Schiffermuelleria" "Schiffermuelleria_X" "BOLAAM9881" "Telechrysis tripuncta" 5 1 "Exact" "Telechrysis tripuncta" "Bofast och reproducerande"
"25710" "Tortricidae_cluster269" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Tortricidae" "Cydia" "Cydia_X" "BOLAAB7159" "Cydia succedana" 36 0.679245283018868 "Exact" "Cydia succedana" "Bofast och reproducerande"
"26540" "Tortricidae_cluster272" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Tortricidae" "Hedya" "Hedya_X" "BOLAAE5951" "Argyroploce roseomaculana" 11 1 "Exact" "Argyroploce roseomaculana" "Bofast och reproducerande"
"26555" "Autostichidae_cluster2" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Autostichidae" "Oegoconia" "Oegoconia_X" "BOLAAB8271" "Oegoconia deauratella" 38 0.716981132075472 "Exact" "Oegoconia deauratella" "Bofast och reproducerande"
"26568" "Oecophoridae_cluster25" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Oecophoridae" "Schiffermuelleria" "Schiffermuelleria_X" "BOLAAM9881" "Telechrysis tripuncta" 5 1 "Exact" "Telechrysis tripuncta" "Bofast och reproducerande"
"26802" "Lycaenidae_cluster12" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Lycaenidae" "Quercusia" "Quercusia_X" "BOLAAB8019" "Favonius quercus" 124 0.992 "Exact" "Favonius quercus" "Bofast och reproducerande"
"26903" "Tortricidae_cluster274" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Tortricidae" "Hedya" "Hedya_X" "BOLAAE5951" "Argyroploce roseomaculana" 11 1 "Exact" "Argyroploce roseomaculana" "Bofast och reproducerande"
"27619" "Tortricidae_cluster277" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Tortricidae" "Rhyacionia" "Rhyacionia_X" "BOLAAF7906" "Rhyacionia duplana" 16 0.666666666666667 "Exact" "Rhyacionia duplana" "Bofast och reproducerande"
"27716" "Psychidae_cluster15" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Psychidae" "Standfussia" "Standfussia_X" "BOLAAI0085" "Sterrhopterix standfussi" 16 0.941176470588235 "Exact" "Sterrhopterix standfussi" "Bofast och reproducerande"
"30106" "Coleophoridae_cluster64" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Coleophoridae" "Coleophora" "Coleophora_X" "BOLAAB4768" "Coleophora laricella" 78 0.629032258064516 "Exact" "Coleophora laricella" "Bofast och reproducerande"
"30487" "Cosmopterigidae_cluster9" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Cosmopterigidae" "Stagmatophora" "Stagmatophora_X" "BOLAAI0104" "Eteobalea anonymella" 8 1 "Exact" "Eteobalea anonymella" "Bofast och reproducerande"
"31522" "Geometridae_cluster203" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Geometridae" "Geometridae_X" "Geometridae_XX" "BOLAAA9056" "Rheumaptera undulata" 54 0.658536585365854 "Exact" "Hydria undulata" "Bofast och reproducerande"
"32137" "Elachistidae_cluster75" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Elachistidae" "Elachista" "Elachista_X" "BOLAAK9162" "Leucoptera malifoliella" 10 0.909090909090909 "Exact" "Leucoptera malifoliella" "Bofast och reproducerande"
"32998" "Tortricidae_cluster293" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Tortricidae" "Eucosma" "Eucosma_X" "BOLAAB4295" "Eucosma hohenwartiana" 54 0.551020408163265 "Exact" "Eucosma hohenwartiana" "Bofast och reproducerande"
"33136" "Tortricidae_cluster296" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Tortricidae" "Hedya" "Hedya_X" "BOLAAE5951" "Argyroploce roseomaculana" 11 1 "Exact" "Argyroploce roseomaculana" "Bofast och reproducerande"
"33292" "Noctuidae_cluster192" "Animalia" "Arthropoda" "Insecta" "Lepidoptera" "Noctuidae" "Noctuidae_X" "Noctuidae_XX" "BOLAAB0758" "Melanchra pulverulenta" 61 0.586538461538462 "NoMatch" "" ""
