CLUSTER_ID;STATUS;Provided string;Matching status;Taxon id;Scientific name;Author;Scientific synonyms;Swedish occurrence
Gracillariidae_cluster47;unresolved;Phyllonorycter oxyacanthae;Exact;214079;Phyllonorycter oxyacanthae;(Frey, 1856);"hagtornguldmal; Lithocolletis oxyacanthae Frey, 1856";Bofast och reproducerande
Gracillariidae_cluster8;assigned;Phyllonorycter quercifoliella;Exact;214078;Phyllonorycter quercifoliellus;(Zeller, 1839);"ekbladguldmal; Lithocolletis quercifoliella Zeller, 1839; Phyllonorycter quercifoliella (Zeller, 1839)";Bofast och reproducerande
Gracillariidae_cluster14;assigned;Phyllonorycter rajella;Exact;214099;Phyllonorycter rajellus;(Linnaeus, 1758);"allövguldmal; Phalaena rajella Linnaeus, 1758; Phyllonorycter alnifoliellus (Hübner, 1796); Tinea alnifoliella Hübner, 1796; Phyllonorycter alnifoliella (Hübner, 1796); Phyllonorycter rajella (Linnaeus, 1758)";Bofast och reproducerande
Gracillariidae_cluster56;assigned;Phyllonorycter roboris;Exact;214075;Phyllonorycter roboris;(Zeller, 1839);"vinterekguldmal; Lithocolletis roboris Zeller, 1839";Bofast och reproducerande
Gracillariidae_cluster76;assigned;Phyllonorycter rolandi;Exact;214092;Phyllonorycter rolandi;(Svensson, 1966);Lithocolletis rolandi Svensson, 1966;Bofast och reproducerande
Gracillariidae_cluster63;assigned;Phyllonorycter sagitella;Exact;214121;Phyllonorycter sagitellus;(Bjerkander, 1790);"Phalaena sagitella Bjerkander, 1790; Phyllonorycter sagitella (Bjerkander, 1790)";Bofast och reproducerande
Gracillariidae_cluster45;assigned;Phyllonorycter salicicolella;Exact;214088;Phyllonorycter salicicolellus;(Sircom, 1848);"Argyromiges salicicolella Sircom, 1848; Phyllonorycter salicicolella (Sircom, 1848)";Bofast och reproducerande
Gracillariidae_cluster48;assigned;Phyllonorycter salictella;Exact;214086;Phyllonorycter salictellus;(Zeller, 1846);"Lithocolletis salictella Zeller, 1846; Phyllonorycter salictella (Zeller, 1846)";Bofast och reproducerande
Gracillariidae_cluster66;assigned;Phyllonorycter salictella;Exact;214086;Phyllonorycter salictellus;(Zeller, 1846);"Lithocolletis salictella Zeller, 1846; Phyllonorycter salictella (Zeller, 1846)";Bofast och reproducerande
Gracillariidae_cluster19;assigned;Phyllonorycter schreberella;Exact;102480;Phyllonorycter schreberellus;(J.C.Fabricius, 1781);"Tinea schreberella J.C.Fabricius, 1781; lundalmguldmal; Phyllonorycter schreberella (J.C.Fabricius, 1781)";Bofast och reproducerande
Gracillariidae_cluster13;assigned;Phyllonorycter sorbi;Exact;214080;Phyllonorycter sorbi;(Frey, 1855);"Lithocolletis sorbi Frey, 1855; Phyllonorycter padellus (Glitz, 1863)";Bofast och reproducerande
Gracillariidae_cluster50;assigned;Phyllonorycter spinicolella;Exact;214083;Phyllonorycter spinicolellus;(Zeller, 1846);"Lithocolletis spinicolella Zeller, 1846; Phyllonorycter spinicolella (Zeller, 1846)";Bofast och reproducerande
Gracillariidae_cluster12;assigned;Phyllonorycter stettinensis;Exact;214110;Phyllonorycter stettinensis;(Nicelli, 1852);"ovanalguldmal; Lithocolletis stettinensis Nicelli, 1852";Bofast och reproducerande
Gracillariidae_cluster80;assigned;Phyllonorycter strigulatella;Exact;214098;Phyllonorycter strigulatellus;(Lienig & Zeller, 1846);"gråalguldmal; Phyllonorycter strigulatella (Lienig & Zeller, 1846); Lithocolletis strigulatella Lienig & Zeller, 1846";Bofast och reproducerande
Gracillariidae_cluster42;assigned;Phyllonorycter trifasciella;Exact;101563;Phyllonorycter trifasciellus;(Haworth, 1828);"Tinea trifasciella Haworth, 1828; Phyllonorycter trifasciella (Haworth, 1828)";Bofast och reproducerande
Gracillariidae_cluster52;assigned;Phyllonorycter tristrigella;Exact;214109;Phyllonorycter tristrigellus;(Haworth, 1828);"skogsalmguldmal; Tinea tristrigella Haworth, 1828; Phyllonorycter tristrigella (Haworth, 1828)";Bofast och reproducerande
Gracillariidae_cluster3;assigned;Phyllonorycter ulmifoliella;Exact;214107;Phyllonorycter ulmifoliellus;(Hübner, 1817);"vårtbjörkguldmal; Phyllonorycter ulmifoliella (Hübner, 1817); Tinea ulmifoliella Hübner, 1817";Bofast och reproducerande
Incurvariidae_cluster12;assigned;Phylloporia bistrigella;Exact;213931;Phylloporia bistrigella;(Haworth, 1828);"Incurvaria bistrigella Haworth, 1828; dubbelbandad björkbredvingemal; dvärgbredmal";Bofast och reproducerande
Hepialidae_cluster10;assigned;Phymatopus hecta;Exact;213796;Phymatopus hecta;(Linnaeus, 1758);"Noctua hecta Linnaeus, 1758; Phymatopus hectus (Linnaeus, 1758); Hepialus hecta (Linnaeus, 1758); liten rotfjäril";Bofast och reproducerande
Hepialidae_cluster2;assigned;Phymatopus hecta;Exact;213796;Phymatopus hecta;(Linnaeus, 1758);"Noctua hecta Linnaeus, 1758; Phymatopus hectus (Linnaeus, 1758); Hepialus hecta (Linnaeus, 1758); liten rotfjäril";Bofast och reproducerande
Hepialidae_cluster6;assigned;Phymatopus hecta;Exact;213796;Phymatopus hecta;(Linnaeus, 1758);"Noctua hecta Linnaeus, 1758; Phymatopus hectus (Linnaeus, 1758); Hepialus hecta (Linnaeus, 1758); liten rotfjäril";Bofast och reproducerande
Hepialidae_cluster7;assigned;Phymatopus hecta;Exact;213796;Phymatopus hecta;(Linnaeus, 1758);"Noctua hecta Linnaeus, 1758; Phymatopus hectus (Linnaeus, 1758); Hepialus hecta (Linnaeus, 1758); liten rotfjäril";Bofast och reproducerande
Hepialidae_cluster8;assigned;Phymatopus hecta;Exact;213796;Phymatopus hecta;(Linnaeus, 1758);"Noctua hecta Linnaeus, 1758; Phymatopus hectus (Linnaeus, 1758); Hepialus hecta (Linnaeus, 1758); liten rotfjäril";Bofast och reproducerande
Hepialidae_cluster9;assigned;Phymatopus hecta;Exact;213796;Phymatopus hecta;(Linnaeus, 1758);"Noctua hecta Linnaeus, 1758; Phymatopus hectus (Linnaeus, 1758); Hepialus hecta (Linnaeus, 1758); liten rotfjäril";Bofast och reproducerande
Erebidae_cluster20;assigned;Phytometra viridaria;Exact;215930;Phytometra viridaria;(Clerck, 1759);jungfrulinfly;Bofast och reproducerande
Pieridae_cluster1;assigned;Pieris brassicae;Exact;201039;Pieris brassicae;(Linnaeus, 1758);Papilio brassicae Linnaeus, 1758;Bofast och reproducerande
Pieridae_cluster4;;;Manual;;Pieris napi;(Linnaeus, 1758);rapsfjäril;Bofast och reproducerande
Pieridae_cluster2;assigned;Pieris rapae;Exact;201040;Pieris rapae;(Linnaeus, 1758);"Papilio rapae Linnaeus, 1758; liten kålfjäril; Artogeia rapae (Linnaeus, 1758)";Bofast och reproducerande
Tortricidae_cluster151;assigned;Piniphila bifasciana;Exact;215042;Piniphila bifasciana;(Haworth, 1811);;Bofast och reproducerande
Geometridae_cluster1;assigned;Plagodis pulveraria;Exact;215561;Plagodis pulveraria;(Linnaeus, 1758);violettpudrad skymningsmätare;Bofast och reproducerande
Pterophoridae_cluster5;assigned;Platyptilia calodactyla;Exact;215264;Platyptilia calodactyla;(Denis & Schiffermüller, 1775);;Bofast och reproducerande
Pterophoridae_cluster20;assigned;Platyptilia gonodactyla;Exact;215263;Platyptilia gonodactyla;(Denis & Schiffermüller, 1775);;Bofast och reproducerande
Crambidae_cluster40;assigned;Platytes cerusella;Manual;;Platytes cerussella;(Denis & Schiffermüller, 1775);dvärggräsmott;Bofast och reproducerande
Lycaenidae_cluster2;unresolved;Plebejus argus;Exact;201152;Plebejus argus;(Linnaeus, 1758);"allmän blåvinge; Papilio argus Linnaeus, 1758; Plebeius argus (Linnaeus, 1758); argusblåvinge";Bofast och reproducerande
Geometridae_cluster141;assigned;Plemyria rubiginata;Exact;215737;Plemyria rubiginata;(Denis & Schiffermüller, 1775);;Bofast och reproducerande
Oecophoridae_cluster3;assigned;Pleurota bicostella;Exact;214413;Pleurota bicostella;(Clerck, 1759);;Bofast och reproducerande
Pyralidae_cluster21;assigned;Plodia interpunctella;Exact;215373;Plodia interpunctella;(Hübner, 1813);"Tinea interpunctella Hübner, 1813; fikonmott";Tillfällig förekomst (alt. kvarstående)
Noctuidae_cluster111;;;Manual;;Plusia festucae;(Linnaeus, 1758);gulbrunt metallfly;Bofast och reproducerande
Plutellidae_cluster5;assigned;Plutella hyperboreella;Exact;214201;Plutella hyperboreella;Strand, 1902;;Bofast och reproducerande
Plutellidae_cluster8;assigned;Plutella porrectella;Exact;214202;Plutella porrectella;(Linnaeus, 1758);"trädgårdsnattviolmal; Phalaena porrectella Linnaeus, 1758";Bofast och reproducerande
Plutellidae_cluster1;assigned;Plutella xylostella;Exact;214200;Plutella xylostella;(Linnaeus, 1758);"Phalaena xylostella Linnaeus, 1758; Cerostoma maculipennis Curtis, 1832; Plutella maculipennis (Curtis, 1832); Plutella cruciferarum Zeller, 1843; Plutella cruciferaum Zeller, 1843";Bofast och reproducerande
Plutellidae_cluster10;assigned;Plutella xylostella;Exact;214200;Plutella xylostella;(Linnaeus, 1758);"Phalaena xylostella Linnaeus, 1758; Cerostoma maculipennis Curtis, 1832; Plutella maculipennis (Curtis, 1832); Plutella cruciferarum Zeller, 1843; Plutella cruciferaum Zeller, 1843";Bofast och reproducerande
Plutellidae_cluster11;assigned;Plutella xylostella;Exact;214200;Plutella xylostella;(Linnaeus, 1758);"Phalaena xylostella Linnaeus, 1758; Cerostoma maculipennis Curtis, 1832; Plutella maculipennis (Curtis, 1832); Plutella cruciferarum Zeller, 1843; Plutella cruciferaum Zeller, 1843";Bofast och reproducerande
Lasiocampidae_cluster5;assigned;Poecilocampa alpina;Manual;;Poecilocampa populi;(Linnaeus, 1758);poppelspinnare;Bofast och reproducerande
Noctuidae_cluster38;assigned;Polia bombycina;Exact;216178;Polia bombycina;(Hufnagel, 1766);;Bofast och reproducerande
Noctuidae_cluster76;assigned;Polia hepatica;Exact;216179;Polia hepatica;(Clerck, 1759);;Bofast och reproducerande
Noctuidae_cluster29;assigned;Polia nebulosa;Exact;216180;Polia nebulosa;(Hufnagel, 1766);dimmigt lundfly;Bofast och reproducerande
Nymphalidae_cluster14;assigned;Polygonia c-album;Exact;201063;Polygonia c-album;(Linnaeus, 1758);Papilio c-album Lilnnaeus, 1758;Bofast och reproducerande
Noctuidae_cluster149;assigned;Polymixis polymita;Exact;216079;Polymixis polymita;(Linnaeus, 1761);;Bofast och reproducerande
Lycaenidae_cluster7;;;Manual;;Polyommatus amandus;(Schneider, 1792);silverblåvinge;Bofast och reproducerande
Lycaenidae_cluster5;assigned;Polyommatus icarus;Exact;201144;Polyommatus icarus;(Rottemburg, 1775);"ikarusblåvinge; Papilio icarus Rottemburg, 1775; Cyaniris icarus (Rottemburg, 1775); vanlig blåvinge; Plebejus icarus (Rottemburg, 1775); Plebeius icarus (Rottemburg, 1775)";Bofast och reproducerande
Erebidae_cluster16;assigned;Polypogon tentacularia;Exact;215898;Polypogon tentacularia;(Linnaeus, 1758);allmänt sprötfly;Bofast och reproducerande
Gracillariidae_cluster35;assigned;Povolnya leucapennella;Exact;100529;Povolnya leucapennella;(Stephens, 1835);"Gracillaria leucapennella Stephens, 1835; Tinea sulphurella Haworth, 1828; Caloptilia leucapennella (Stephens, 1835); Povolnya sulphurella (Haworth, 1828)";Bofast och reproducerande
Praydidae_cluster1;unresolved;Prays curtisella;Manual;;Prays ruficeps;(Heinemann, 1854);brun askmal;Bofast och reproducerande
Choreutidae_cluster5;assigned;Prochoreutis myllerana;Exact;232925;Prochoreutis myllerana;(Fabricius, 1794);"Prochoreutis argentinetta (Fourcroy, 1785); Pyralis myllerana Fabricius, 1794; glansig frossörtmal";Bofast och reproducerande
Choreutidae_cluster4;assigned;Prochoreutis sehestediana;Exact;215245;Prochoreutis sehestediana;(Fabricius, 1777);brunbandad frossörtmal;Bofast och reproducerande
Gelechiidae_cluster16;assigned;Prolita sexpunctella;Exact;214706;Prolita sexpunctella;(Fabricius, 1794);;Bofast och reproducerande
Noctuidae_cluster52;assigned;Protolampra sobrina;Exact;216276;Protolampra sobrina;(Duponchel, 1843);Paradiarsia sobrina (Duponchel, 1843);Bofast och reproducerande
Psychidae_cluster12;;;Manual;;Proutia norvegica;(Heylaerts, 1882);nordisk stråsäckspinnare;Bofast och reproducerande
Tortricidae_cluster187;assigned;Pseudargyrotoza conwagana;Exact;214929;Pseudargyrotoza conwagana;(Fabricius, 1775);;Bofast och reproducerande
Tortricidae_cluster225;;;Manual;;Pseudococcyx turionella;(Linnaeus, 1758);tallknoppsvecklare;Bofast och reproducerande
Tortricidae_cluster45;;;Manual;;Pseudohermenias abietana;(Fabricius, 1787);granbrokvecklare;Bofast och reproducerande
Opostegidae_cluster2;assigned;Pseudopostega crepusculella;Exact;213889;Pseudopostega crepusculella;(Zeller, 1839);Opostega crepusculella Zeller, 1839;Bofast och reproducerande
Tortricidae_cluster261;assigned;Pseudosciaphila branderiana;Exact;214985;Pseudosciaphila branderiana;(Linnaeus, 1758);stor aspbrokvecklare;Bofast och reproducerande
Yponomeutidae_cluster9;assigned;Pseudoswammerdamia combinella;Exact;214140;Pseudoswammerdamia combinella;(Hübner, 1786);Tinea combinella Hübner, 1786;Bofast och reproducerande
Gelechiidae_cluster48;assigned;Pseudotelphusa paripunctella;Exact;214671;Pseudotelphusa paripunctella;(Thunberg, 1794);parpunktmal;Bofast och reproducerande
Gelechiidae_cluster82;assigned;Pseudotelphusa scalella;Exact;214670;Pseudotelphusa scalella;(Scopoli, 1763);svartvit bladkantmal;Bofast och reproducerande
Gelechiidae_cluster65;assigned;Psoricoptera gibbosella;Exact;214685;Psoricoptera gibbosella;(Zeller, 1839);;Bofast och reproducerande
Psychidae_cluster2;assigned;Psyche casta;Exact;214004;Psyche casta;(Pallas, 1767);"Phalaena casta Pallas, 1767; allmän säckspinnare";Bofast och reproducerande
Geometridae_cluster93;assigned;Pterapherapteryx sexalata;Exact;215867;Pterapherapteryx sexalata;(Retzius, 1783);;Bofast och reproducerande
Pterophoridae_cluster1;assigned;Pterophorus pentadactyla;Exact;215302;Pterophorus pentadactylus;(Linnaeus, 1758);"Pterophorus pentadactyla (Linnaeus, 1758); silverfjädermott";Bofast och reproducerande
Notodontidae_cluster4;assigned;Pterostoma palpina;Exact;201226;Pterostoma palpinum;(Clerck, 1759);"Phalaena palpina Clerck, 1759; Pterostoma palpina (Clerck, 1759)";Bofast och reproducerande
Notodontidae_cluster5;assigned;Ptilodon capucina;Exact;201220;Ptilodon capucina;(Linnaeus, 1758);"Phalaena (Bombyx) capucina Linnaeus, 1758; Ptilodon camelina (Linnaeus, 1758); Ptilodon giraffina Hübner, 1822; Ptilodon capucina f. giraffina Hübner, 1822";Bofast och reproducerande
Tortricidae_cluster156;assigned;Ptycholoma lecheana;Exact;214948;Ptycholoma lecheanum;(Linnaeus, 1758);"blybandvecklare; Ptycholoma lecheana (Linnaeus, 1758)";Bofast och reproducerande
Tortricidae_cluster265;assigned;Ptycholomoides aeriferana;Exact;214947;Ptycholomoides aeriferanus;(Herrich-Schäffer, 1855);Ptycholomoides aeriferana (Herrich-Schäffer, 1855);Bofast och reproducerande
Pyralidae_cluster19;assigned;Pyla fusca;Exact;215319;Pyla fusca;(Haworth, 1811);;Bofast och reproducerande
Pyralidae_cluster16;assigned;Pyralis farinalis;Exact;215310;Pyralis farinalis;(Linnaeus, 1758);mjölmott;Bofast och reproducerande
Crambidae_cluster35;assigned;Pyrausta aurata;Exact;215479;Pyrausta aurata;(Scopoli, 1763);;Bofast och reproducerande
Crambidae_cluster50;assigned;Pyrausta despicata;Exact;215477;Pyrausta despicata;(Scopoli, 1763);;Bofast och reproducerande
Crambidae_cluster51;assigned;Pyrausta purpuralis;Exact;215480;Pyrausta purpuralis;(Linnaeus, 1758);purpurmott;Bofast och reproducerande
Hesperiidae_cluster4;;;Manual;;Pyrgus malvae;(Linnaeus, 1758);smultronvisslare;Bofast och reproducerande
Gelechiidae_cluster117;assigned;Recurvaria leucatella;Exact;214653;Recurvaria leucatella;(Clerck, 1759);;Bofast och reproducerande
Gelechiidae_cluster125;assigned;Recurvaria leucatella;Exact;214653;Recurvaria leucatella;(Clerck, 1759);;Bofast och reproducerande
Gelechiidae_cluster17;assigned;Recurvaria leucatella;Exact;214653;Recurvaria leucatella;(Clerck, 1759);;Bofast och reproducerande
Geometridae_cluster144;assigned;Rheumaptera hastata;Exact;215762;Rheumaptera hastata;(Linnaeus, 1758);;Bofast och reproducerande
Plutellidae_cluster7;assigned;Rhigognostis kuusamoensis;Exact;214208;Rhigognostis kuusamoensis;Kyrki, 1989;;Bofast och reproducerande
Noctuidae_cluster44;assigned;Rhizedra lutosa;Exact;216118;Rhizedra lutosa;(Hübner, 1803);;Bofast och reproducerande
Geometridae_cluster149;assigned;Rhodostrophia vibicaria;Exact;215680;Rhodostrophia vibicaria;(Clerck, 1759);;Bofast och reproducerande
Tortricidae_cluster193;assigned;Rhopobota myrtillana;Exact;215051;Rhopobota myrtillana;(Humphrey & Westwood, 1845);;Bofast och reproducerande
Tortricidae_cluster8;assigned;Rhopobota naevana;Exact;215054;Rhopobota naevana;(Hübner, 1817);sotfläckvecklare;Bofast och reproducerande
Tortricidae_cluster50;assigned;Rhopobota ustomaculana;Exact;215053;Rhopobota ustomaculana;(Curtis, 1831);;Bofast och reproducerande
Noctuidae_cluster86;assigned;Rhyacia simulans;Exact;216236;Rhyacia simulans;(Hufnagel, 1766);;Bofast och reproducerande
Tortricidae_cluster104;;;Manual;;Rhyacionia duplana;(Hübner, 1813);tallplantsvecklare;Bofast och reproducerande
Tortricidae_cluster277;;;Manual;;Rhyacionia duplana;(Hübner, 1813);tallplantsvecklare;Bofast och reproducerande
Tortricidae_cluster169;assigned;Rhyacionia pinicolana;Exact;215141;Rhyacionia pinicolana;(Doubleday, 1849);förväxlad tallskottvecklare;Bofast och reproducerande
Tortricidae_cluster125;assigned;Rhyacionia pinivorana;Exact;215142;Rhyacionia pinivorana;(Lienig & Zeller, 1846);;Bofast och reproducerande
Erebidae_cluster28;assigned;Rivula sericealis;Exact;215931;Rivula sericealis;(Scopoli, 1763);trågspinnarfly;Bofast och reproducerande
Roeslerstammiidae_cluster1;assigned;Roeslerstammia erxlebella;Exact;214014;Roeslerstammia erxlebella;(J.C.Fabricius, 1787);"Alucita erxlebella J.C.Fabricius, 1787; Tinea fuscocuprella Haworth, 1828; Tinea chrysitella Treitschke, 1833; Roeslerstammia erxlebeniella Zeller, 1839";Bofast och reproducerande
Noctuidae_cluster21;;;Manual;;Rusina ferruginea;(Esper, 1785);mörkbrunt skuggfly;Bofast och reproducerande
Lycaenidae_cluster13;assigned;Spindasis takanonis;Manual;;Satyrium w-album;(Knoch, 1782);almsnabbvinge;Bofast och reproducerande
Gracillariidae_cluster65;assigned;Sauterina hofmanniella;Exact;100169;Sauterina hofmanniella;(Schleich, 1867);"Gracillaria hofmanniella Schleich, 1867; Acrocercops hofmanniella (Schleich, 1867)";Bofast och reproducerande
Erebidae_cluster36;assigned;Schrankia costaestrigalis;Exact;215903;Schrankia costaestrigalis;(Stephens, 1834);;Bofast och reproducerande
Schreckensteiniidae_cluster1;assigned;Schreckensteinia festaliella;Exact;215251;Schreckensteinia festaliella;(Hübner, 1819);;Bofast och reproducerande
Erebidae_cluster30;assigned;Scoliopteryx libatrix;Exact;215924;Scoliopteryx libatrix;(Linnaeus, 1758);;Bofast och reproducerande
Crambidae_cluster8;;;Manual;;Scoparia ambigualis;(Treitschke, 1829);föränderligt ugglemott;Bofast och reproducerande
Crambidae_cluster31;assigned;Scoparia ancipitella;Exact;215382;Scoparia ancipitella;(de La Harpe, 1855);;Bofast och reproducerande
Crambidae_cluster42;assigned;Scoparia conicella;Exact;215383;Scoparia conicella;(de La Harpe, 1863);;Bofast och reproducerande
Crambidae_cluster12;assigned;Scoparia pyralella;Exact;215384;Scoparia pyralella;(Denis & Schiffermüller, 1775);tvivelaktigt ugglemott;Bofast och reproducerande
Crambidae_cluster30;assigned;Scoparia cembrella;Manual;;Scoparia subfusca;Haworth, 1811;hästhovsugglemott;Bofast och reproducerande
Geometridae_cluster36;assigned;Scopula floslactata;Exact;215663;Scopula floslactata;(Haworth, 1809);;Bofast och reproducerande
Geometridae_cluster170;assigned;Scopula immorata;Exact;215650;Scopula immorata;(Linnaeus, 1758);;Bofast och reproducerande
Geometridae_cluster120;assigned;Scopula immutata;Exact;215660;Scopula immutata;(Linnaeus, 1758);;Bofast och reproducerande
Geometridae_cluster172;assigned;Scopula incanata;Exact;215658;Scopula incanata;(Linnaeus, 1758);;Bofast och reproducerande
Geometridae_cluster51;;;Manual;;Scopula ternata;Schrank, 1802;blåbärslövmätare;Bofast och reproducerande
Geometridae_cluster180;assigned;Scotopteryx chenopodiata;Exact;215684;Scotopteryx chenopodiata;(Linnaeus, 1758);allmän backmätare;Bofast och reproducerande
Geometridae_cluster86;assigned;Scotopteryx chenopodiata;Exact;215684;Scotopteryx chenopodiata;(Linnaeus, 1758);allmän backmätare;Bofast och reproducerande
Gelechiidae_cluster68;assigned;Scrobipalpa acuminatella;Exact;214718;Scrobipalpa acuminatella;(Sircom, 1850);;Bofast och reproducerande
Gelechiidae_cluster9;assigned;Scrobipalpa atriplicella;Exact;214728;Scrobipalpa atriplicella;(F.v Röslerstam, 1841);;Bofast och reproducerande
Gelechiidae_cluster109;assigned;Scrobipalpa nitentella;Exact;214727;Scrobipalpa nitentella;(Fuchs, 1902);;Bofast och reproducerande
Gelechiidae_cluster111;assigned;Scrobipalpa obsoletella;Exact;214726;Scrobipalpa obsoletella;(F. v Röslerstam, 1841);;Bofast och reproducerande
Gelechiidae_cluster103;assigned;Scrobipalpa samadensis;Exact;214723;Scrobipalpa samadensis;(Pfaffenzeller, 1870);;Bofast och reproducerande
Scythrididae_cluster3;assigned;Scythris disparella;Exact;214383;Scythris disparella;(Tengström, 1848);svart ängskorthuvudmal;Bofast och reproducerande
Scythrididae_cluster1;assigned;Scythris fuscoaenea;Exact;214386;Scythris fuscoaenea;(Haworth, 1828);solvändekorthuvudmal;Bofast och reproducerande
Scythrididae_cluster2;assigned;Scythris inspersella;Exact;214378;Scythris inspersella;(Hübner, 1817);svart rallarroskorthuvudmal;Bofast och reproducerande
Scythrididae_cluster6;assigned;Scythris laminella;Exact;214385;Scythris laminella;(Denis & Schiffermüller, 1775);gråfibblekorthuvudmal;Bofast och reproducerande
Scythrididae_cluster5;assigned;Scythris noricella;Exact;214379;Scythris noricella;(Zeller, 1843);grå rallarroskorthuvudmal;Bofast och reproducerande
Scythrididae_cluster4;assigned;Scythris potentillella;Exact;214373;Scythris potentillella;(Zeller, 1847);längsstreckad korthuvudmal;Bofast och reproducerande
Yponomeutidae_cluster14;assigned;Scythropia crataegella;Exact;214126;Scythropia crataegella;(Linnaeus, 1767);"Phalaena crataegella Linnaeus, 1767; hagtornsspinnmal; Scythropia comella Fabricius";Bofast och reproducerande
Geometridae_cluster30;assigned;Selenia dentaria;Exact;215575;Selenia dentaria;(Fabricius, 1775);allmän månmätare;Bofast och reproducerande
Geometridae_cluster195;assigned;Selenia tetralunaria;Exact;215577;Selenia tetralunaria;(Hufnagel, 1767);;Bofast och reproducerande
Elachistidae_cluster37;assigned;Semioscopis avellanella;Exact;214242;Semioscopis avellanella;(Hübner, 1793);;Bofast och reproducerande
Elachistidae_cluster56;assigned;Semioscopis steinkellneriana;Exact;214244;Semioscopis steinkellneriana;(Denis & Schiffermüller, 1775);;Bofast och reproducerande
Sesiidae_cluster1;assigned;Sesia apiformis;Exact;214799;Sesia apiformis;(Clerck, 1759);"allmän poppelglasvinge; poppelglasvinge; Sphinx apiformis Clerck, 1759";Bofast och reproducerande
Noctuidae_cluster83;assigned;Sideridis reticulata;Exact;216172;Sideridis reticulata;(Goeze, 1781);Heliophobus reticulata (Goeze, 1781);Bofast och reproducerande
Geometridae_cluster168;assigned;Siona lineata;Exact;215626;Siona lineata;(Scopoli, 1763);;Bofast och reproducerande
Sphingidae_cluster9;assigned;Smerinthus ocellata;Exact;201187;Smerinthus ocellata;(Linnaeus, 1758);Sphinx ocellata Linnaeus, 1758;Bofast och reproducerande
Gelechiidae_cluster126;assigned;Sophronia semicostella;Exact;214754;Sophronia semicostella;(Hübner, 1813);;Bofast och reproducerande
Gelechiidae_cluster94;assigned;Sophronia sicariellus;Exact;214758;Sophronia sicariella;(Zeller, 1839);Sophronia sicariellus (Zeller, 1839);Bofast och reproducerande
Cosmopterigidae_cluster1;assigned;Sorhagenia janiszewskae;Exact;214585;Sorhagenia janiszewskae;Riedl, 1962;brakvedbrokmal;Bofast och reproducerande
Cosmopterigidae_cluster5;assigned;Sorhagenia lophyrella;Exact;214586;Sorhagenia lophyrella;(Douglas, 1846);större getapelbrokmal;Bofast och reproducerande
Cosmopterigidae_cluster2;assigned;Sorhagenia rhamniella;Exact;214584;Sorhagenia rhamniella;(Zeller, 1839);mindre getapelbrokmal;Bofast och reproducerande
Noctuidae_cluster132;assigned;Spaelotis ravida;Exact;216241;Spaelotis ravida;(Denis & Schiffermüller, 1775);mörkt jordfly;Bofast och reproducerande
Geometridae_cluster137;assigned;Spargania luctuata;Exact;215761;Spargania luctuata;(Denis & Schiffermüller, 1775);sörjande fältmätare;Bofast och reproducerande
Tortricidae_cluster178;assigned;Sparganothis praecana;Exact;214926;Sparganothis praecana;(Kennel, 1900);;Bofast och reproducerande
Tortricidae_cluster41;assigned;Sparganothis rubicundana;Exact;214925;Sparganothis rubicundana;(Herrich-Schäffer, 1856);;Bofast och reproducerande
Tortricidae_cluster255;assigned;Spatalistis bifasciana;Exact;214872;Spatalistis bifasciana;(Hübner, 1787);;Bofast och reproducerande
Nymphalidae_cluster22;assigned;Speyeria aglaja;Exact;201067;Speyeria aglaja;(Linnaeus, 1758);"stor pärlemorfjäril; Papilio aglaja Linnaeus, 1758; Mesoacidalia aglaja (Linnaeus, 1758); Argynnis aglaja (Linnaeus, 1758)";Bofast och reproducerande
Sphingidae_cluster4;;;Manual;;Sphinx pinastri;Linnaeus, 1758;tallsvärmare;Bofast och reproducerande
Erebidae_cluster47;;;Manual;;Spilarctia lutea;(Hufnagel, 1766);gul tigerspinnare;Bofast och reproducerande
Tortricidae_cluster278;assigned;Spilonota laricana;Exact;215056;Spilonota laricana;(Heinemann, 1863);;Bofast och reproducerande
Tortricidae_cluster158;assigned;Spilonota ocellana;Exact;215055;Spilonota ocellana;(Denis & Schiffermüller, 1775);"mindre knoppvecklare; Tortrix ocellana Denis & Schiffermüller, 1775";Bofast och reproducerande
Erebidae_cluster42;assigned;Spilosoma lubricipeda;Exact;201286;Spilosoma lubricipedum;(Linnaeus, 1758);"Phalaena (Bombyx) lubricipeda Linnaeus, 1758; Spilosoma menthastri (Denis & Schiffermüller, 1775); Spilosoma mendica (Rossi, 1790); Spilosoma lubricipeda (Linnaeus, 1758); allmän tigerspinnare";Bofast och reproducerande
Stathmopodidae_cluster1;assigned;Stathmopoda pedella;Exact;214420;Stathmopoda pedella;(Linnaeus, 1761);;Bofast och reproducerande
Notodontidae_cluster6;assigned;Stauropus fagi;Exact;201233;Stauropus fagi;(Linnaeus, 1758);Phalaena (Noctua) fagi Linnaeus, 1758;Bofast och reproducerande
Gelechiidae_cluster19;assigned;Stenolechia gemmella;Exact;214655;Stenolechia gemmella;(Linnaeus, 1758);ekskottmal;Bofast och reproducerande
Pterophoridae_cluster15;assigned;Stenoptilia bipunctidactyla;Exact;215272;Stenoptilia bipunctidactyla;(Scopoli, 1763);ängsväddfjädermott;Bofast och reproducerande
Pterophoridae_cluster17;assigned;Stenoptilia pterodactyla;Exact;215270;Stenoptilia pterodactyla;(Linnaeus, 1761);;Bofast och reproducerande
