CLUSTER_ID;STATUS;Provided string;Matching status;Taxon id;Scientific name;Author;Scientific synonyms;Swedish occurrence
Bucculatricidae_cluster11;assigned;Bucculatrix ulmifoliae;Exact;6003430;Bucculatrix ulmifoliae;M.Hering, 1931;;Bofast och reproducerande
Geometridae_cluster27;assigned;Bupalus piniaria;Exact;215613;Bupalus piniaria;(Linnaeus, 1758);"Bupalus pinaria (Linnaeus, 1758); Geometra piniaria Linnaeus, 1758";Bofast och reproducerande
Geometridae_cluster76;assigned;Cabera exanthemata;Exact;215615;Cabera exanthemata;(Scopoli, 1763);;Bofast och reproducerande
Geometridae_cluster33;assigned;Cabera pusaria;Exact;215614;Cabera pusaria;(Linnaeus, 1758);;Bofast och reproducerande
Noctuidae_cluster159;assigned;Calamia tridens;Exact;216129;Calamia tridens;(Hufnagel, 1766);torvfly;Bofast och reproducerande
Gracillariidae_cluster21;;;Manual;;Callisto coffeella;(Zetterstedt, 1839);videveckmal;Bofast och reproducerande
Gracillariidae_cluster34;assigned;Callisto denticulella;Exact;214061;Callisto denticulella;(Thunberg, 1794);"apelvikbladmal; Tinea denticulella Thunberg, 1794; äpplebladkantmal";Bofast och reproducerande
Gracillariidae_cluster49;assigned;Callisto insperatella;Exact;6004676;Callisto insperatella;(Nickerl, 1864);Ornix insperatella Nickerl, 1864;Bofast och reproducerande
Erebidae_cluster11;assigned;Calliteara abietis;Exact;201235;Calliteara abietis;(Denis & Schiffermüller, 1775);"Phalaena abietis Denis & Schiffermüller, 1775; Dasychira abietis (Denis & Schiffermüller, 1775); granharfotspinnare";Bofast och reproducerande
Erebidae_cluster29;assigned;Calliteara pudibunda;Exact;201234;Calliteara pudibunda;(Linnaeus, 1758);"Phalaena (Bombyx) pudibunda Linnaeus, 1758; Dasychira pudibunda (Linnaeus, 1758); tätullig harfotspinnare";Bofast och reproducerande
Lycaenidae_cluster1;assigned;Callophrys rubi;Exact;201125;Callophrys rubi;(Linnaeus, 1758);"Papilio rubi Linnaeus, 1758; grön snabbvinge; björnbärssnabbvinge";Bofast och reproducerande
Noctuidae_cluster124;assigned;Calophasia lunula;Exact;215983;Calophasia lunula;(Hufnagel, 1766);fläckat linariafly;Bofast och reproducerande
Gracillariidae_cluster7;assigned;Caloptilia alchimiella;Exact;214045;Caloptilia alchimiella;(Scopoli, 1763);Phalaena alchimiella Scopoli, 1763;Bofast och reproducerande
Gracillariidae_cluster11;assigned;Caloptilia betulicola;Exact;214043;Caloptilia betulicola;(M.Hering, 1928);Gracilaria betulicola M.Hering, 1928;Bofast och reproducerande
Gracillariidae_cluster31;assigned;Caloptilia elongella;Exact;214042;Caloptilia elongella;(Linnaeus, 1761);Phalaena elongella Linnaeus, 1761;Bofast och reproducerande
Gracillariidae_cluster40;assigned;Caloptilia falconipennella;Exact;214048;Caloptilia falconipennella;(Hübner, 1813);Tinea falconipennella Hübner, 1813;Bofast och reproducerande
Gracillariidae_cluster78;assigned;Caloptilia hemidactylella;Exact;102390;Caloptilia hemidactylella;([Denis & Schiffermüller], 1775);"Tinea hemidactylella [Denis & Schiffermüller], 1775; gulfläckig lönnstyltmal";Bofast och reproducerande
Gracillariidae_cluster68;;;Manual;;Caloptilia jurateae;B.Å.Bengtsson, 2010;skogslönnsstyltmal;Bofast och reproducerande
Gracillariidae_cluster6;assigned;Caloptilia populetorum;Exact;214040;Caloptilia populetorum;(Zeller, 1839);Gracilaria populetorum Zeller, 1839;Bofast och reproducerande
Gracillariidae_cluster18;assigned;Caloptilia robustella;Exact;214046;Caloptilia robustella;Jäckh, 1972;;Bofast och reproducerande
Gracillariidae_cluster82;assigned;Caloptilia rufipennella;Exact;214044;Caloptilia rufipennella;(Hübner, 1796);"naverlönnstyltmal; Tinea rufipennella Hübner, 1796; tysklönnstyltmal";Bofast och reproducerande
Gracillariidae_cluster46;assigned;Caloptilia stigmatella;Exact;214047;Caloptilia stigmatella;(J.C.Fabricius, 1781);Tinea stigmatella J.C.Fabricius, 1781;Bofast och reproducerande
Gracillariidae_cluster16;assigned;Caloptilia suberinella;Exact;214041;Caloptilia suberinella;(Tengström, 1848);Gracilaria suberinella Tengström, 1848;Bofast och reproducerande
Gracillariidae_cluster20;assigned;Calybites phasianipennella;Exact;214054;Calybites phasianipennella;(Hübner, 1813);"videörtstyltmal; Tinea phasianipennella Hübner, 1813; Gracilaria quadruplella Zeller, 1839; Calybites phasianipennellus f. quadruplella (Zeller, 1839); Calybites phasianipennellus (Hübner, 1813)";Bofast och reproducerande
Gracillariidae_cluster73;assigned;Calybites phasianipennella;Exact;214054;Calybites phasianipennella;(Hübner, 1813);"videörtstyltmal; Tinea phasianipennella Hübner, 1813; Gracilaria quadruplella Zeller, 1839; Calybites phasianipennellus f. quadruplella (Zeller, 1839); Calybites phasianipennellus (Hübner, 1813)";Bofast och reproducerande
Gracillariidae_cluster41;assigned;Cameraria ohridella;Exact;233640;Cameraria ohridella;Deschka & Dimić, 1986;Cameraria oridella Deschka & Dimic, 1986;Bofast och reproducerande
Geometridae_cluster34;assigned;Campaea margaritaria;Exact;215620;Campaea margaritaria;(Linnaeus, 1761);"Campaea margaritata (Linnaeus, 1767); blekgrön halvmätare";Bofast och reproducerande
Geometridae_cluster91;assigned;Camptogramma bilineata;Exact;215708;Camptogramma bilineata;(Linnaeus, 1758);;Bofast och reproducerande
Tortricidae_cluster246;assigned;Capua vulgana;Exact;214935;Capua vulgana;(Frölich, 1828);;Bofast och reproducerande
Tortricidae_cluster288;assigned;Capua vulgana;Exact;214935;Capua vulgana;(Frölich, 1828);;Bofast och reproducerande
Tortricidae_cluster291;assigned;Capua vulgana;Exact;214935;Capua vulgana;(Frölich, 1828);;Bofast och reproducerande
Tortricidae_cluster292;assigned;Capua vulgana;Exact;214935;Capua vulgana;(Frölich, 1828);;Bofast och reproducerande
Tortricidae_cluster295;assigned;Capua vulgana;Exact;214935;Capua vulgana;(Frölich, 1828);;Bofast och reproducerande
Tortricidae_cluster298;assigned;Capua vulgana;Exact;214935;Capua vulgana;(Frölich, 1828);;Bofast och reproducerande
Noctuidae_cluster193;assigned;Caradrina clavipalpis;Exact;216008;Caradrina clavipalpis;(Scopoli, 1763);"Paradrina clavipalpis (Scopoli, 1763); allmänt lövfly";Bofast och reproducerande
Noctuidae_cluster166;assigned;Caradrina montana;Exact;216006;Caradrina montana;(Bremer, 1861);Platyperigea montana (Bremer, 1861);Bofast och reproducerande
Noctuidae_cluster139;assigned;Caradrina morpheus;Exact;216005;Caradrina morpheus;(Hufnagel, 1766);;Bofast och reproducerande
Oecophoridae_cluster1;assigned;Carcina quercana;Exact;214412;Carcina quercana;(Fabricius, 1775);;Bofast och reproducerande
Gelechiidae_cluster25;assigned;Carpatolechia alburnella;Exact;214666;Carpatolechia alburnella;(Zeller, 1839);vit björkbladkantmal;Bofast och reproducerande
Gelechiidae_cluster10;assigned;Carpatolechia decorella;Exact;214663;Carpatolechia decorella;(Haworth, 1812);dekorativ bladkantmal;Bofast och reproducerande
Gelechiidae_cluster97;assigned;Carpatolechia epomidella;Exact;214669;Carpatolechia epomidella;(Tengström, 1869);skvattrammal;Bofast och reproducerande
Gelechiidae_cluster31;assigned;Carpatolechia fugitivella;Exact;214664;Carpatolechia fugitivella;(Zeller, 1839);almbladkantmal;Bofast och reproducerande
Gelechiidae_cluster49;assigned;Carpatolechia notatella;Exact;214667;Carpatolechia notatella;(Hübner, 1813);videbladkantmal;Bofast och reproducerande
Gelechiidae_cluster5;assigned;Carpatolechia proximella;Exact;214668;Carpatolechia proximella;(Hübner, 1796);grå björkbladkantmal;Bofast och reproducerande
Geometridae_cluster88;assigned;Carsia sororiata;Exact;215850;Carsia sororiata;(Hübner, 1813);torvmossetaggmätare;Bofast och reproducerande
Hesperiidae_cluster3;assigned;Carterocephalus palaemon;Exact;201026;Carterocephalus palaemon;(Pallas, 1771);Papilio palaemon Pallas, 1771;Bofast och reproducerande
Gelechiidae_cluster67;assigned;Caryocolum amaurella;Exact;214737;Caryocolum amaurellum;(M.Hering, 1924);Caryocolum amaurella (M.Hering, 1924);Bofast och reproducerande
Gelechiidae_cluster91;assigned;Caryocolum blandelloides;Exact;214745;Caryocolum blandelloides;Karsholt, 1981;;Bofast och reproducerande
Gelechiidae_cluster47;assigned;Caryocolum blandella;Exact;214744;Caryocolum blandellum;(Douglas, 1852);"svarthakad buskstjärnblommal; Caryocolum blandella (Douglas, 1852)";Bofast och reproducerande
Gelechiidae_cluster87;assigned;Caryocolum cassella;Exact;214750;Caryocolum cassellum;(Walker, 1864);"vitbandad lundstjärnblommal; Caryocolum cassella (Walker, 1864)";Bofast och reproducerande
Gelechiidae_cluster78;assigned;Caryocolum fischerella;Exact;214732;Caryocolum fischerellum;(Treitschke, 1833);Caryocolum fischerella (Treitschke, 1833);Bofast och reproducerande
Gelechiidae_cluster18;assigned;Caryocolum fraternella;Exact;214743;Caryocolum fraternellum;(Douglas, 1851);Caryocolum fraternella (Douglas, 1851);Bofast och reproducerande
Gelechiidae_cluster30;assigned;Caryocolum junctella;Exact;214749;Caryocolum junctellum;(Douglas, 1851);Caryocolum junctella (Douglas, 1851);Bofast och reproducerande
Gelechiidae_cluster80;assigned;Caryocolum kroesmanniella;Exact;214753;Caryocolum kroesmanniellum;(Herrich-Schäffer, 1854);"stor buskstjärnblommal; Caryocolum kroesmanniella (Herrich-Schäffer, 1854)";Bofast och reproducerande
Gelechiidae_cluster93;;;Manual;;Caryocolum proximum;(Haworth, 1828);parkarvmal;Bofast och reproducerande
Gelechiidae_cluster39;assigned;Caryocolum pullatella;Exact;214742;Caryocolum pullatellum;(Tengström, 1848);Caryocolum pullatella (Tengström, 1848);Bofast och reproducerande
Gelechiidae_cluster57;assigned;Caryocolum tricolorella;Exact;214748;Caryocolum tricolorellum;(Haworth, 1828);"trefärgad stjärnblommal; Caryocolum tricolorella (Haworth, 1828)";Bofast och reproducerande
Gelechiidae_cluster95;assigned;Caryocolum vicinella;Exact;214736;Caryocolum vicinellum;(Douglas, 1851);"smällglimmal; Caryocolum vicinella (Douglas, 1851)";Bofast och reproducerande
Gelechiidae_cluster81;assigned;Caryocolum viscariella;Exact;214735;Caryocolum viscariellum;(Stainton, 1855);Caryocolum viscariella (Stainton, 1855);Bofast och reproducerande
Crambidae_cluster39;assigned;Cataclysta lemnata;Exact;215445;Cataclysta lemnata;(Linnaeus, 1758);andmatmott;Bofast och reproducerande
Geometridae_cluster177;assigned;Catarhoe cuculata;Exact;215700;Catarhoe cuculata;(Hufnagel, 1767);;Bofast och reproducerande
Erebidae_cluster44;assigned;Catocala fraxini;Exact;215907;Catocala fraxini;(Linnaeus, 1758);;Bofast och reproducerande
Erebidae_cluster26;assigned;Catocala sponsa;Exact;100565;Catocala sponsa;(Linnaeus, 1767);;Bofast och reproducerande
Crambidae_cluster28;assigned;Catoptria falsella;Exact;215430;Catoptria falsella;(Denis & Schiffermüller, 1775);oäkta gräsmott;Bofast och reproducerande
Crambidae_cluster47;assigned;Catoptria furcatellus;Exact;215427;Catoptria furcatella;(Zetterstedt, 1840);Catoptria furcatellus (Zetterstedt, 1840);Bofast och reproducerande
Crambidae_cluster23;assigned;Catoptria maculalis;Exact;215429;Catoptria maculalis;(Zetterstedt, 1839);;Bofast och reproducerande
Crambidae_cluster9;assigned;Catoptria margaritellus;Manual;;Catoptria margaritella;(Denis & Schiffermüller, 1775);pärlgräsmott;Bofast och reproducerande
Crambidae_cluster33;unresolved;Catoptria osthelderi;Exact;100568;Catoptria osthelderi;(De Lattin, 1950);sydligt silverbandgräsmott;Bofast och reproducerande
Crambidae_cluster33;;;Manual;;Catoptria permutatella;(Herrich-Schäffer, 1848);bandat silvergräsmott;Bofast och reproducerande
Crambidae_cluster52;assigned;Catoptria pinella;Exact;215425;Catoptria pinella;(Linnaeus, 1758);;Bofast och reproducerande
Adelidae_cluster9;assigned;Cauchas fibulella;Exact;213905;Cauchas fibulella;(Denis & Schiffermüller, 1775);Tinea fibulella Denis & Schiffermüller, 1775;Bofast och reproducerande
Adelidae_cluster15;assigned;Cauchas rufimitrella;Exact;213906;Cauchas rufimitrella;(Scopoli, 1763);"Phalaena rufimitrella Scopoli, 1763; bäckbräsmeantennmal";Bofast och reproducerande
Yponomeutidae_cluster10;assigned;Cedestis gysseleniella;Exact;214149;Cedestis gysseleniella;Zeller, 1839;större tallbarrmal;Bofast och reproducerande
Yponomeutidae_cluster8;assigned;Cedestis subfasciella;Exact;214150;Cedestis subfasciella;(Stephens, 1834);"mindre tallbarrmal; Telea subfasciella Stephens, 1834; Argyresthia farinatella Zeller, 1839; Cedestis farinatella (Zeller, 1839)";Bofast och reproducerande
Noctuidae_cluster2;assigned;Celaena haworthii;Exact;216131;Celaena haworthii;(Curtis, 1829);haworths ängsfly;Bofast och reproducerande
Lycaenidae_cluster3;assigned;Celastrina argiolus;Exact;201137;Celastrina argiolus;(Linnaeus, 1758);Papilio argiolus Linnaeus, 1758;Bofast och reproducerande
Tortricidae_cluster4;;;Manual;;Celypha lacunana;(Denis & Schiffermüller, 1775);föränderlig brokvecklare;Bofast och reproducerande
Tortricidae_cluster77;;;Manual;;Celypha rivulana;(Scopoli, 1763);finmönstrad brokvecklare;Bofast och reproducerande
Tortricidae_cluster238;assigned;Celypha rufana;Exact;215008;Celypha rufana;(Scopoli, 1763);;Bofast och reproducerande
Tortricidae_cluster176;assigned;Celypha rurestrana;Exact;215011;Celypha rurestrana;(Duponchel, 1843);;Bofast och reproducerande
Tortricidae_cluster166;;;Manual;;Celypha siderana;(Treitschke, 1835);spireabrokvecklare;Bofast och reproducerande
Tortricidae_cluster42;assigned;Celypha striana;Exact;215009;Celypha striana;(Denis & Schiffermüller, 1775);;Bofast och reproducerande
Tortricidae_cluster108;;;Manual;;Celypha tiedemanniana;(Zeller, 1845);fräkenbrokvecklare;Bofast och reproducerande
Geometridae_cluster138;assigned;Cepphis advenaria;Exact;215559;Cepphis advenaria;(Hübner, 1799);;Bofast och reproducerande
Noctuidae_cluster192;;;Manual;;Ceramica pisi;(Linnaeus, 1758);ärtfly;Bofast och reproducerande
Noctuidae_cluster12;assigned;Cerapteryx graminis;Exact;216208;Cerapteryx graminis;(Linnaeus, 1758);"allmänt gräsfly; gräsfly; Phalaena graminis Linnaeus, 1758";Bofast och reproducerande
Noctuidae_cluster59;assigned;Cerastis rubricosa;Exact;216271;Cerastis rubricosa;(Denis & Schiffermüller, 1775);violettrött skogsfly;Bofast och reproducerande
unclassified.Lepidoptera_cluster12;;;Manual;;Charissa obscurata;(Denis & Schiffermüller, 1775);mindre ringmätare;Bofast och reproducerande
Noctuidae_cluster146;assigned;Chersotis cuprea;Exact;216235;Chersotis cuprea;(Denis & Schiffermüller, 1775);;Bofast och reproducerande
Geometridae_cluster100;assigned;Chesias legatella;Exact;100611;Chesias legatella;(Denis & Schiffermüller, 1775);;Bofast och reproducerande
Geometridae_cluster80;assigned;Chiasmia clathrata;Exact;215557;Chiasmia clathrata;(Linnaeus, 1758);"mindre buskmätare; liten buskmätare; Phalaena clathrata Linnaeus, 1758; Semiothisa clathrata (Linnaeus, 1758)";Bofast och reproducerande
Crambidae_cluster20;assigned;Chilo phragmitella;Exact;215398;Chilo phragmitella;(Hübner, 1810);vassmott;Bofast och reproducerande
Crambidae_cluster55;assigned;Chilo phragmitella;Exact;215398;Chilo phragmitella;(Hübner, 1810);vassmott;Bofast och reproducerande
Noctuidae_cluster138;assigned;Chilodes maritima;Exact;216015;Chilodes maritima;(Tauscher, 1806);;Bofast och reproducerande
Gelechiidae_cluster22;assigned;Chionodes continuella;Exact;214695;Chionodes continuellus;(Zeller, 1839);"vithuvad stävmal; Chionodes continuella (Zeller, 1839)";Bofast och reproducerande
Gelechiidae_cluster121;assigned;Chionodes distinctella;Exact;214696;Chionodes distinctellus;(Zeller, 1839);"distinkt stävmal; Chionodes distinctella (Zeller, 1839)";Bofast och reproducerande
Gelechiidae_cluster79;assigned;Chionodes distinctella;Exact;214696;Chionodes distinctellus;(Zeller, 1839);"distinkt stävmal; Chionodes distinctella (Zeller, 1839)";Bofast och reproducerande
Gelechiidae_cluster119;assigned;Chionodes electella;Exact;214697;Chionodes electellus;(Zeller, 1839);"granbarkstävmal; Chionodes electella (Zeller, 1839)";Bofast och reproducerande
Gelechiidae_cluster120;assigned;Chionodes electella;Exact;214697;Chionodes electellus;(Zeller, 1839);"granbarkstävmal; Chionodes electella (Zeller, 1839)";Bofast och reproducerande
Gelechiidae_cluster14;assigned;Chionodes electella;Exact;214697;Chionodes electellus;(Zeller, 1839);"granbarkstävmal; Chionodes electella (Zeller, 1839)";Bofast och reproducerande
Gelechiidae_cluster55;assigned;Chionodes holosericella;Exact;214693;Chionodes holosericellus;(Herrich-Schäffer, 1855);"norsk stävmal; Chionodes holosericella (Herrich-Schäffer, 1855)";Bofast och reproducerande
Gelechiidae_cluster104;assigned;Chionodes ignorantella;Exact;102393;Chionodes ignorantellus;(Herrich-Schäffer, 1854);"ignorerad stävmal; Chionodes ignorantella (Herrich-Schäffer, 1854)";Bofast och reproducerande
Gelechiidae_cluster73;assigned;Chionodes luctuella;Exact;214691;Chionodes luctuellus;(Hübner, 1793);Chionodes luctuella (Hübner, 1793);Bofast och reproducerande
Gelechiidae_cluster129;assigned;Chionodes lugubrella;Exact;214689;Chionodes lugubrellus;(Fabricius, 1794);Chionodes lugubrella (Fabricius, 1794);Bofast och reproducerande
Gelechiidae_cluster37;assigned;Chionodes lugubrella;Exact;214689;Chionodes lugubrellus;(Fabricius, 1794);Chionodes lugubrella (Fabricius, 1794);Bofast och reproducerande
Gelechiidae_cluster36;assigned;Chionodes nubilella;Exact;214694;Chionodes nubilellus;(Zetterstedt, 1839);Chionodes nubilella (Zetterstedt, 1839);Bofast och reproducerande
Gelechiidae_cluster40;assigned;Chionodes viduella;Exact;214698;Chionodes viduellus;(Fabricius, 1794);Chionodes viduella (Fabricius, 1794);Bofast och reproducerande
Geometridae_cluster179;;;Manual;;Chlorissa viridata;(Linnaeus, 1758);ljunglundmätare;Bofast och reproducerande
Geometridae_cluster169;;;Manual;;Chloroclysta siterata;(Hufnagel, 1767);brungrön fältmätare;Bofast och reproducerande
Geometridae_cluster174;assigned;Chloroclystis v-ata;Exact;215843;Chloroclystis v-ata;(Haworth, 1809);krönt malmätare;Bofast och reproducerande
Choreutidae_cluster2;assigned;Choreutis diana;Exact;215248;Choreutis diana;(Hübner, 1822);;Bofast och reproducerande
Tortricidae_cluster275;assigned;Choristoneura albaniana;Exact;214945;Choristoneura albaniana;(Walker, 1863);;Bofast och reproducerande
Tortricidae_cluster163;assigned;Choristoneura diversana;Exact;100631;Choristoneura diversana;(Hübner, 1817);;Bofast och reproducerande
Tortricidae_cluster87;assigned;Choristoneura hebenstreitella;Exact;214944;Choristoneura hebenstreitella;(Müller, 1764);;Bofast och reproducerande
Gelechiidae_cluster115;assigned;Chrysoesthia drurella;Exact;214601;Chrysoesthia drurella;(Fabricius, 1775);praktmållmal;Bofast och reproducerande
Gelechiidae_cluster76;assigned;Chrysoesthia sexguttella;Exact;214602;Chrysoesthia sexguttella;(Thunberg, 1794);sexfläckmållmal;Bofast och reproducerande
Crambidae_cluster1;assigned;Chrysoteuchia culmella;Exact;215400;Chrysoteuchia culmella;(Linnaeus, 1758);;Bofast och reproducerande
Noctuidae_cluster180;assigned;Xanthia gilvago;Exact;216044;Cirrhia gilvago;(Denis & Schiffermüller, 1775);"Xanthia gilvago (Denis & Schiffermüller, 1775); ockragult gulvingfly";Bofast och reproducerande
Noctuidae_cluster56;;;Manual;;Cirrhia icteritia;(Hufnagel, 1766);blekgult gulvingsfly;Bofast och reproducerande
Geometridae_cluster182;assigned;Cleora cinctaria;Exact;215598;Cleora cinctaria;(Denis & Schiffermüller, 1775);;Bofast och reproducerande
Geometridae_cluster40;assigned;Cleorodes lichenaria;Exact;215605;Cleorodes lichenaria;(Hufnagel, 1767);;Bofast och reproducerande
Tortricidae_cluster120;assigned;Clepsis consimilana;Exact;214966;Clepsis consimilana;(Hübner, 1817);fållad snedbandvecklare;Bofast och reproducerande
Tortricidae_cluster67;assigned;Clepsis rurinana;Exact;214961;Clepsis rurinana;(Linnaeus, 1758);trysnedbandvecklare;Bofast och reproducerande
Tortricidae_cluster37;assigned;Clepsis senecionana;Exact;214960;Clepsis senecionana;(Hübner, 1819);rustik snedbandvecklare;Bofast och reproducerande
Tortricidae_cluster30;assigned;Clepsis spectrana;Exact;214963;Clepsis spectrana;(Treitschke, 1830);sumpmarksnedbandvecklare;Bofast och reproducerande
Notodontidae_cluster10;assigned;Clostera pigra;Exact;201208;Clostera pigra;(Hufnagel, 1766);Phalaena pigra Hufnagel, 1766;Bofast och reproducerande
Pterophoridae_cluster11;assigned;Cnaemidophorus rhododactyla;Exact;215277;Cnaemidophorus rhododactylus;(Denis & Schiffermüller, 1775);"rosenknoppfjädermott; Cnaemidophorus rhododactyla (Denis & Schiffermüller, 1775)";Bofast och reproducerande
Tortricidae_cluster22;assigned;Cnephasia asseclana;Exact;214920;Cnephasia asseclana;(Denis & Schiffermüller, 1775);"utbredd gråvecklare; linskottvecklare; Tortrix asseclana Denis & Schiffermüller, 1775; Cnephasia interjectana Haworth, 1811; Cnephasia virgaureana Treitschke, 1835";Bofast och reproducerande
Tortricidae_cluster60;assigned;Cnephasia incertana;Exact;214917;Cnephasia incertana;(Treitschke, 1835);osäker gråvecklare;Bofast och reproducerande
Tortricidae_cluster86;;;Manual;;Cnephasia longana;(Haworth, 1811);gulaktig gråvecklare;Bofast och reproducerande
Tortricidae_cluster39;assigned;Cnephasia stephensiana;Exact;214918;Cnephasia stephensiana;(Doubleday, 1849);allmän gråvecklare;Bofast och reproducerande
Tortricidae_cluster231;assigned;Cochylidia implicitana;Exact;214861;Cochylidia implicitana;(Wocke, 1856);;Bofast och reproducerande
Tortricidae_cluster191;assigned;Cochylidia rupicola;Exact;214856;Cochylidia rupicola;(Curtis, 1834);hampflockelvecklare;Bofast och reproducerande
Tortricidae_cluster188;assigned;Cochylidia subroseana;Exact;214857;Cochylidia subroseana;(Haworth, 1811);halvrosa gullrisvecklare;Bofast och reproducerande
Tortricidae_cluster266;assigned;Cochylichroa atricapitana;Manual;;Cochylis atricapitana;(Stephens, 1852);ståndsblomvecklare;Bofast och reproducerande
Tortricidae_cluster84;;;Manual;;Cochylis dubitana;(Hübner, 1799);vithövdad korgblomvecklare;Bofast och reproducerande
Tortricidae_cluster49;assigned;Thyraylia nana;Manual;;Cochylis nana;(Haworth, 1811);björkhängevecklare;Bofast och reproducerande
Nymphalidae_cluster12;;;Manual;;Coenonympha arcania;(Linnaeus, 1760);pärlgräsfjäril;Bofast och reproducerande
Nymphalidae_cluster12;_X;Coenonympha hero;Exact;100679;Coenonympha hero;(Linnaeus, 1760);"Papilio hero Linnaeus, 1761; Coenonympha hero (Linnaeus, 1761)";Bofast och reproducerande
Nymphalidae_cluster15;assigned;Coenonympha pamphilus;Exact;201109;Coenonympha pamphilus;(Linnaeus, 1758);Papilio pamphilus Linnaeus, 1758;Bofast och reproducerande
Coleophoridae_cluster61;assigned;Coleophora adspersella;Exact;214548;Coleophora adspersella;Benander, 1939;ljus mållsäckmal;Bofast och reproducerande
Coleophoridae_cluster49;;;Manual;;Coleophora albidella;(Denis & Schiffermüller, 1775);pudrad sälgsäckmal;Bofast och reproducerande
Coleophoridae_cluster48;assigned;Coleophora albitarsella;Exact;214462;Coleophora albitarsella;Zeller, 1849;;Bofast och reproducerande
Coleophoridae_cluster24;assigned;Coleophora alcyonipennella;Exact;214466;Coleophora alcyonipennella;(Kollar, 1832);;Bofast och reproducerande
Coleophoridae_cluster31;;;Manual;;Coleophora alnifoliae;Barasch, 1934;ljuskantad alsäckmal;Bofast och reproducerande
Coleophoridae_cluster3;;;Manual;;Coleophora alticolella;Zeller, 1849;tvillingtågsäckmal;Bofast och reproducerande
Coleophoridae_cluster21;assigned;Coleophora antennariella;Exact;214502;Coleophora antennariella;Herrich-Schäffer, 1861;;Bofast och reproducerande
Coleophoridae_cluster41;assigned;Coleophora argentula;Exact;214545;Coleophora argentula;(Stephens, 1834);silverstreckad rölleksäckmal;Bofast och reproducerande
Coleophoridae_cluster31;unresolved;Coleophora badiipennella;Exact;214433;Coleophora badiipennella;(Duponchel, 1843);;Bofast och reproducerande
Coleophoridae_cluster45;unresolved;Coleophora betulella;Exact;214486;Coleophora betulella;Heinemann & Wocke, 1877;;Bofast och reproducerande
Coleophoridae_cluster54;assigned;Coleophora betulella;Exact;214486;Coleophora betulella;Heinemann & Wocke, 1877;;Bofast och reproducerande
Coleophoridae_cluster45;;;Manual;;Coleophora betulella;Heinemann & Wocke, 1877;;Bofast och reproducerande
Coleophoridae_cluster33;assigned;Coleophora binderella;Exact;214460;Coleophora binderella;(Kollar, 1832);;Bofast och reproducerande
Coleophoridae_cluster14;assigned;Coleophora caespititiella;Exact;214504;Coleophora caespititiella;Zeller, 1839;skarpringad tågsäckmal;Bofast och reproducerande
Coleophoridae_cluster53;assigned;Coleophora conspicuella;Exact;214494;Coleophora conspicuella;Zeller, 1849;;Bofast och reproducerande
Coleophoridae_cluster56;assigned;Coleophora conyzae;Exact;102403;Coleophora conyzae;Zeller, 1868;;Bofast och reproducerande
Coleophoridae_cluster40;assigned;Coleophora deauratella;Exact;214480;Coleophora deauratella;Lienig & Zeller, 1846;klöversäckmal;Bofast och reproducerande
Coleophoridae_cluster34;;;Manual;;Coleophora discordella;Zeller, 1849;käringtandssäckmal;Bofast och reproducerande
Coleophoridae_cluster13;assigned;Coleophora flavipennella;Exact;214429;Coleophora flavipennella;(Duponchel, 1843);;Bofast och reproducerande
Coleophoridae_cluster52;assigned;Coleophora fuscocuprella;Exact;214443;Coleophora fuscocuprella;Herrich-Schäffer, 1855;liten grönglanssäckmal;Bofast och reproducerande
Coleophoridae_cluster4;assigned;Coleophora glaucicolella;Exact;214506;Coleophora glaucicolella;Wood, 1892;;Bofast och reproducerande
Coleophoridae_cluster1;assigned;Coleophora glitzella;Exact;214451;Coleophora glitzella;Hofmann, 1869;allmän lingonsäckmal;Bofast och reproducerande
Coleophoridae_cluster32;assigned;Coleophora gryphipennella;Exact;214428;Coleophora gryphipennella;(Hübner, 1796);;Bofast och reproducerande
Coleophoridae_cluster55;assigned;Coleophora hemerobiella;Exact;214469;Coleophora hemerobiella;(Scopoli, 1763);;Bofast och reproducerande
Coleophoridae_cluster5;assigned;Coleophora idaeella;Exact;214446;Coleophora idaeella;Hofmann, 1869;;Bofast och reproducerande
Coleophoridae_cluster27;assigned;Coleophora juncicolella;Exact;214458;Coleophora juncicolella;Stainton, 1851;liten ljungsäckmal;Bofast och reproducerande
Coleophoridae_cluster63;assigned;Coleophora kuehnella;Exact;214484;Coleophora kuehnella;(Goeze, 1783);;Bofast och reproducerande
Coleophoridae_cluster59;;;Manual;;Coleophora laricella;(Hübner, 1817);sydlig lärksäckmal;Bofast och reproducerande
Coleophoridae_cluster64;;;Manual;;Coleophora laricella;(Hübner, 1817);sydlig lärksäckmal;Bofast och reproducerande
Coleophoridae_cluster16;assigned;Coleophora ledi;Exact;214448;Coleophora ledi;Stainton, 1860;;Bofast och reproducerande
Coleophoridae_cluster50;assigned;Coleophora lithargyrinella;Exact;214470;Coleophora lithargyrinella;Zeller, 1849;olivfärgad stjärnblomsäckmal;Bofast och reproducerande
Coleophoridae_cluster51;assigned;Coleophora lithargyrinella;Exact;214470;Coleophora lithargyrinella;Zeller, 1849;olivfärgad stjärnblomsäckmal;Bofast och reproducerande
Coleophoridae_cluster10;assigned;Coleophora lusciniaepennella;Exact;214445;Coleophora lusciniaepennella;(Treitschke, 1833);;Bofast och reproducerande
