Taxon id;Global sorteringsordning;Vetenskapligt namn;Auktor;Svenskt namn;Taxonstatus;Taxonkategori;Svensk förekomst;Svensk invandringshistoria;Rike;Fylum;Klass;Ordning;Familj;Släkte;Småart;Art;Andra identifierare;Andra vetenskapliga namn;Andra svenska namn;Andra namn;Webbadress
213903;39577;Adela croesella;(Scopoli, 1763);buskantennmal;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Adelidae;Adela;;;GUID: urn:lsid:faunaeur.org:taxname:432340;phalaena croesella;;;https://dyntaxa.se/taxon/213903
213902;39578;Adela cuprella;(Denis & Schiffermüller, 1775);videantennmal;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Adelidae;Adela;;;GUID: urn:lsid:faunaeur.org:taxname:432335;tinea cuprella;;;https://dyntaxa.se/taxon/213902
213901;39579;Adela reaumurella;(Linnaeus, 1758);ekantennmal;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Adelidae;Adela;;;GUID: urn:lsid:faunaeur.org:taxname:432333;phalaena viridella, phalaena reaumurella;;;https://dyntaxa.se/taxon/213901
213904;39582;Cauchas breviantennella;Nielsen & Johansson, 1980;fjällantennmal;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Adelidae;Cauchas;;;GUID: urn:lsid:faunaeur.org:taxname:432313;;;;https://dyntaxa.se/taxon/213904
213905;39583;Cauchas fibulella;(Denis & Schiffermüller, 1775);dvärgantennmal;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Adelidae;Cauchas;;;GUID: urn:lsid:faunaeur.org:taxname:432314;tinea fibulella;;;https://dyntaxa.se/taxon/213905
213906;39585;Cauchas rufimitrella;(Scopoli, 1763);bräsmeantennmal;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Adelidae;Cauchas;;;GUID: urn:lsid:faunaeur.org:taxname:432320;phalaena rufimitrella;bäckbräsmeantennmal;;https://dyntaxa.se/taxon/213906
213895;39587;Nemophora amatella;(Staudinger, 1892);sibirisk antennmal;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Adelidae;Nemophora;;;GUID: urn:lsid:faunaeur.org:taxname:432344;adela amatella, adela amurensis;;;https://dyntaxa.se/taxon/213895
213896;39588;Nemophora bellela;(Walker, 1863);dvärgbjörksantennmal;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Adelidae;Nemophora;;;GUID: urn:lsid:faunaeur.org:taxname:432346;nemophora belella, adela bellela, adela esmarkella;;;https://dyntaxa.se/taxon/213896
233224;39589;Nemophora congruella;(Zeller, 1839);barrantennmal;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Adelidae;Nemophora;;;GUID: urn:lsid:faunaeur.org:taxname:432349;adela congruella;;;https://dyntaxa.se/taxon/233224
101382;39590;Nemophora cupriacella;(Hübner, 1819);ängsväddsantennmal;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Adelidae;Nemophora;;;GUID: urn:lsid:faunaeur.org:taxname:432362;tinea cupriacella;ängsväddantennmal;;https://dyntaxa.se/taxon/101382
213894;39591;Nemophora degeerella;(Linnaeus, 1758);lövskogsantennmal;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Adelidae;Nemophora;;;GUID: urn:lsid:faunaeur.org:taxname:432343;phalaena degeerella;;;https://dyntaxa.se/taxon/213894
213900;39592;Nemophora dumerilella;(Duponchel, 1839);alvarantennmal;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Adelidae;Nemophora;;;GUID: urn:lsid:faunaeur.org:taxname:432374;nemophora dumeriliella, nemophora dumerilellus, adela dumerilellus;;;https://dyntaxa.se/taxon/213900
102471;39593;Nemophora metallica;(Poda, 1761);åkerväddsantennmal;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Adelidae;Nemophora;;;GUID: urn:lsid:faunaeur.org:taxname:432355;tinea viridella, phalaena scabiosella, phalaena metallica;åkerväddantennmal;;https://dyntaxa.se/taxon/102471
102472;39594;Nemophora minimella;(Denis & Schiffermüller, 1775);kärrantennmal;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Adelidae;Nemophora;;;GUID: urn:lsid:faunaeur.org:taxname:432372;tinea minimella;;;https://dyntaxa.se/taxon/102472
101381;39598;Nematopogon adansoniellus;(de Villers, 1789);bokantennmal;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Adelidae;Nematopogon;;;;nematopogon adansoniella, tinea panzerella, phalaena adansoniella, nematopogon panzerellus;;;https://dyntaxa.se/taxon/101381
213909;39599;Nematopogon magnus;(Zeller, 1878);sorgantennmal;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Adelidae;Nematopogon;;;GUID: urn:lsid:faunaeur.org:taxname:432295;nematopogon magna, nemophora variella, nemophora pilella var. magna, nemophora anonymella, nematopogon variellus;;;https://dyntaxa.se/taxon/213909
213911;39600;Nematopogon metaxellus;(Hübner, 1813);bredvingeantennmal;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Adelidae;Nematopogon;;;;nematopogon metaxella, tinea metaxella;punkterad antennmal, bredvingad antennmal;;https://dyntaxa.se/taxon/213911
213907;39601;Nematopogon pilellus;(Denis & Schiffermüller, 1775);bronsantennmal;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Adelidae;Nematopogon;;;;nematopogon pilella, tinea pilella;dimorf antennmal;;https://dyntaxa.se/taxon/213907
213913;39602;Nematopogon robertellus;(Clerck, 1759);barrskogsantennmal;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Adelidae;Nematopogon;;;;nematopogon robertella, phalaena robertella;;;https://dyntaxa.se/taxon/213913
213908;39603;Nematopogon schwarziellus;Zeller, 1839;gulaktig antennmal;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Adelidae;Nematopogon;;;GUID: urn:lsid:faunaeur.org:taxname:432293;nematopogon schwarziella;;;https://dyntaxa.se/taxon/213908
213912;39604;Nematopogon swammerdamellus;(Linnaeus, 1758);vårantennmal;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Adelidae;Nematopogon;;;;nematopogon swammerdamella, phalaena swammerdamella;allmän antennmal;;https://dyntaxa.se/taxon/213912
213890;39607;Antispila metallella;(Denis & Schiffermüller, 1775);större kornellmal;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Heliozelidae;Antispila;;;GUID: urn:lsid:faunaeur.org:taxname:432272;tinea pfeifferella, tinea metallella;kornellmal, vildkornellmal;;https://dyntaxa.se/taxon/213890
250430;39608;Antispila petryi;Martini, 1898;mindre kornellmal;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Heliozelidae;Antispila;;;GUID: urn:lsid:faunaeur.org:taxname:432274;antispila treitschkiella, elachista treitschkiella, antispila stachjanella;;;https://dyntaxa.se/taxon/250430
213893;39610;Heliozela hammoniella;Sorhagen, 1885;björkbladshålmal;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Heliozelidae;Heliozela;;;GUID: urn:lsid:faunaeur.org:taxname:432283;tinagma betulae, heliozela betulae;björkbladhålmal;;https://dyntaxa.se/taxon/213893
213892;39612;Heliozela resplendella;(Stainton, 1851);albladshålmal;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Heliozelidae;Heliozela;;;GUID: urn:lsid:faunaeur.org:taxname:432282;aechmia resplendella;albladhålmal;;https://dyntaxa.se/taxon/213892
213891;39613;Heliozela sericiella;(Haworth, 1828);ekbladshålmal;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Heliozelidae;Heliozela;;;GUID: urn:lsid:faunaeur.org:taxname:432279;tinea sericiella, heliozela stanneella;ekbladhålmal;;https://dyntaxa.se/taxon/213891
102375;39617;Alloclemensia mesospilella;(Herrich-Schäffer, 1854);vinbärsbladskärare;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Incurvariidae;Alloclemensia;;;GUID: urn:lsid:faunaeur.org:taxname:432400;lampronia trimaculella var. quadrimaculella, incurvaria trimaculella, incurvaria mesospilella, alloclemensia quadrimaculella, lampronia quadrimaculella, lampronia quadrimaculella;vinbärsbredvingemal, lilla vinbärsmalen, liten vinbärsmal;;https://dyntaxa.se/taxon/102375
213927;39619;Incurvaria circulella;(Zetterstedt, 1839);tajgabladskärare;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Incurvariidae;Incurvaria;;;GUID: urn:lsid:faunaeur.org:taxname:432394;adela circulella;tajgabredmal, skarptecknad bredvingemal;;https://dyntaxa.se/taxon/213927
213930;39620;Incurvaria koerneriella;(Zeller, 1839);bokbladskärare;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Incurvariidae;Incurvaria;;;GUID: urn:lsid:faunaeur.org:taxname:432398;tinea köerneriella, tinea körneriella, lampronia koerniella;bokbredmal, bokbredvingemal, bokbladmal;;https://dyntaxa.se/taxon/213930
213925;39621;Incurvaria masculella;(Denis & Schiffermüller, 1775);mörk kambladskärare;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Incurvariidae;Incurvaria;;;GUID: urn:lsid:faunaeur.org:taxname:432389;tinea muscalella, tinea masculella;mörk kambredmal;;https://dyntaxa.se/taxon/213925
213928;39622;Incurvaria oehlmanniella;(Hübner, 1796);blåbärsbladskärare;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Incurvariidae;Incurvaria;;;GUID: urn:lsid:faunaeur.org:taxname:432395;tinea oehlmanniella;blåbärsbredmal, blåbärsbredvingemal;;https://dyntaxa.se/taxon/213928
213924;39623;Incurvaria pectinea;Haworth, 1828;blek kambladskärare;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Incurvariidae;Incurvaria;;;GUID: urn:lsid:faunaeur.org:taxname:432387;;blek kambredmal, blek kambredvingemal;;https://dyntaxa.se/taxon/213924
213929;39624;Incurvaria praelatella;(Denis & Schiffermüller, 1775);smultronbladskärare;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Incurvariidae;Incurvaria;;;GUID: urn:lsid:faunaeur.org:taxname:432397;tinea praelatella, lampronia praelatella, lampronia praeletella;smultronbredmal, smultronbredvingemal, smultronmal;;https://dyntaxa.se/taxon/213929
213926;39625;Incurvaria vetulella;(Zetterstedt, 1839);storfläckig kambladskärare;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Incurvariidae;Incurvaria;;;GUID: urn:lsid:faunaeur.org:taxname:432390;adela vetulella;storfläckig kambredmal, storfläckig bredvingemal, storfläckig bladskärare;;https://dyntaxa.se/taxon/213926
213931;39627;Phylloporia bistrigella;(Haworth, 1828);dvärgbladskärare;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Incurvariidae;Phylloporia;;;GUID: urn:lsid:faunaeur.org:taxname:432385;incurvaria bistrigella;dvärgbredmal, dubbelbandad björkbredvingemal;;https://dyntaxa.se/taxon/213931
213914;39631;Lampronia capitella;(Clerck, 1759);vinbärsknoppmal;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Prodoxidae;Lampronia;;;GUID: urn:lsid:faunaeur.org:taxname:432409;phalaena capitella;vinbärsskottmal, vinbärsmal;;https://dyntaxa.se/taxon/213914
213916;39632;Lampronia corticella;(Linnaeus, 1758);hallonknoppmal;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Prodoxidae;Lampronia;;;GUID: urn:lsid:faunaeur.org:taxname:432411;tinea rubiella, lampronia rubiella, phalaena corticella;hallonmal;;https://dyntaxa.se/taxon/213916
213918;39633;Lampronia flavimitrella;(Hübner, 1817);blåhallonknoppmal;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Prodoxidae;Lampronia;;;GUID: urn:lsid:faunaeur.org:taxname:432414;tinea flavimitrella;hallonsnårknoppmal;;https://dyntaxa.se/taxon/213918
213921;39634;Lampronia fuscatella;(Tengström, 1848);björkgallmal;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Prodoxidae;Lampronia;;;GUID: urn:lsid:faunaeur.org:taxname:432420;incurvaria tenuicornis, tinea fuscatella;;;https://dyntaxa.se/taxon/213921
213915;39635;Lampronia luzella;(Hübner, 1817);mosseknoppmal;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Prodoxidae;Lampronia;;;GUID: urn:lsid:faunaeur.org:taxname:432410;tinea luzella;;;https://dyntaxa.se/taxon/213915
213917;39636;Lampronia morosa;Zeller, 1852;rosenknoppmal;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Prodoxidae;Lampronia;;;GUID: urn:lsid:faunaeur.org:taxname:432413;tinea quadripunctella;;;https://dyntaxa.se/taxon/213917
102458;39637;Lampronia redimitella;(Lienig & Zeller, 1846);måbärsknoppmal;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Prodoxidae;Lampronia;;;GUID: urn:lsid:faunaeur.org:taxname:432416;tinea redimitella;måbärknoppmal;;https://dyntaxa.se/taxon/102458
213920;39638;Lampronia rupella;(Denis & Schiffermüller, 1775);guldknoppmal;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Prodoxidae;Lampronia;;;GUID: urn:lsid:faunaeur.org:taxname:432419;tinea rupella;;;https://dyntaxa.se/taxon/213920
233218;39639;Lampronia standfussiella;Zeller, 1852;kanelrosknoppmal;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Prodoxidae;Lampronia;;;GUID: urn:lsid:faunaeur.org:taxname:432415;;;;https://dyntaxa.se/taxon/233218
102376;39643;Alucita grammodactyla;(Zeller, 1841);fältväddsfjädermott;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Alucitidae;Alucita;;;GUID: urn:lsid:faunaeur.org:taxname:437888;;fältväddfjädermott;;https://dyntaxa.se/taxon/102376
215259;39644;Alucita hexadactyla;(Linnaeus, 1758);kaprifolfjädermott;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Alucitidae;Alucita;;;GUID: urn:lsid:faunaeur.org:taxname:437879;phalaena hexadactyla, alucita hexadactyla, oreneodes hexadactyla;tryfjädermott;;https://dyntaxa.se/taxon/215259
215261;39646;Pterotopteryx dodecadactyla;(Hübner, 1813);tryfjädermott;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Alucitidae;Pterotopteryx;;;GUID: urn:lsid:faunaeur.org:taxname:437906;;;;https://dyntaxa.se/taxon/215261
101189;39650;Lemonia dumi;(Linnaeus, 1761);mjölkörtsspinnare;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Brahmaeidae;Lemonia;;;GUID: urn:lsid:faunaeur.org:taxname:443583;lemonia dumeti, phalaena dumi;mjölkörtspinnare;;https://dyntaxa.se/taxon/101189
201182;39653;Endromis versicolora;(Linnaeus, 1758);skäckspinnare;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Endromidae;Endromis;;;GUID: urn:lsid:faunaeur.org:taxname:443595;phalaena versicolora;;;https://dyntaxa.se/taxon/201182
201184;39657;Aglia tau;(Linnaeus, 1758);nagelspinnare;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Saturniidae;Aglia;;;GUID: urn:lsid:faunaeur.org:taxname:443627;phalaena tau;;;https://dyntaxa.se/taxon/201184
201183;39662;Saturnia pavonia;(Linnaeus, 1758);mindre påfågelspinnare;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Saturniidae;Saturnia;;;;phalaena pavonia;mindre påfågelsspinnare, liten påfågelspinnare;;https://dyntaxa.se/taxon/201183
201200;39670;Deilephila elpenor;(Linnaeus, 1758);större snabelsvärmare;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Sphingidae;Deilephila;;;GUID: urn:lsid:faunaeur.org:taxname:443736;sphinx elpenor, pergesa elpenor;allmän snabelsvärmare;;https://dyntaxa.se/taxon/201200
201201;39671;Deilephila porcellus;(Linnaeus, 1758);mindre snabelsvärmare;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Sphingidae;Deilephila;;;GUID: urn:lsid:faunaeur.org:taxname:443741;pergesa porcellus, sphinx porcellus;liten snabelsvärmare;;https://dyntaxa.se/taxon/201201
201194;39673;Hemaris fuciformis;(Linnaeus, 1758);humledagsvärmare;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Sphingidae;Hemaris;;;GUID: urn:lsid:faunaeur.org:taxname:443647;sphinx fuciformis, haemorrhagia fuciformis;humlelik dagsvärmare;;https://dyntaxa.se/taxon/201194
101060;39674;Hemaris tityus;(Linnaeus, 1758);svävflugedagsvärmare;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Sphingidae;Hemaris;;;GUID: urn:lsid:faunaeur.org:taxname:443640;sphinx tityus, haemorrhagia tityus;svävflugelik dagsvärmare, svävfluglik dagsvärmare, svävdagsvärmare;;https://dyntaxa.se/taxon/101060
201198;39679;Hyles gallii;(Rottemburg, 1775);brunsprötad skymningssvärmare;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Sphingidae;Hyles;;;GUID: urn:lsid:faunaeur.org:taxname:443793;celerio gallii, hyles galii, sphinx gallii;brunsprötsvärmare;;https://dyntaxa.se/taxon/201198
201188;39691;Laothoe populi;(Linnaeus, 1758);poppelsvärmare;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Sphingidae;Laothoe;;;GUID: urn:lsid:faunaeur.org:taxname:443892;sphinx tremulae, sphinx populi, amorpha populi;;;https://dyntaxa.se/taxon/201188
201186;39693;Mimas tiliae;(Linnaeus, 1758);lindsvärmare;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Sphingidae;Mimas;;;GUID: urn:lsid:faunaeur.org:taxname:443932;sphinx tiliae;;;https://dyntaxa.se/taxon/201186
201187;39695;Smerinthus ocellata;(Linnaeus, 1758);videsvärmare;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Sphingidae;Smerinthus;;;GUID: urn:lsid:faunaeur.org:taxname:443923;sphinx ocellata;;;https://dyntaxa.se/taxon/201187
201191;39702;Sphinx ligustri;Linnaeus, 1758;ligustersvärmare;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Sphingidae;Sphinx;;;GUID: urn:lsid:faunaeur.org:taxname:443872;;;;https://dyntaxa.se/taxon/201191
201192;39703;Sphinx pinastri;Linnaeus, 1758;tallsvärmare;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Sphingidae;Sphinx;;;GUID: urn:lsid:faunaeur.org:taxname:443881;hyloicus pinastri;;;https://dyntaxa.se/taxon/201192
215243;39709;Anthophila fabriciana;(Linnaeus, 1767);bredvingad nässelmal;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Choreutidae;Anthophila;;;GUID: urn:lsid:faunaeur.org:taxname:438467;;;;https://dyntaxa.se/taxon/215243
215248;39711;Choreutis diana;(Hübner, 1822);björkgnidmal;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Choreutidae;Choreutis;;;GUID: urn:lsid:faunaeur.org:taxname:438448;;;;https://dyntaxa.se/taxon/215248
215249;39712;Choreutis pariana;(Clerck, 1759);apelgnidmal;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Choreutidae;Choreutis;;;GUID: urn:lsid:faunaeur.org:taxname:438449;;äpplegnidmal;;https://dyntaxa.se/taxon/215249
232925;39714;Prochoreutis myllerana;(Fabricius, 1794);glansig frossörtsmal;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Choreutidae;Prochoreutis;;;GUID: urn:lsid:faunaeur.org:taxname:438458;prochoreutis argentinetta, pyralis myllerana;glansig frossörtmal;;https://dyntaxa.se/taxon/232925
215245;39715;Prochoreutis sehestediana;(Fabricius, 1777);brunbandad frossörtsmal;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Choreutidae;Prochoreutis;;;GUID: urn:lsid:faunaeur.org:taxname:438460;;brunbandad frossörtmal;;https://dyntaxa.se/taxon/215245
215246;39717;Prochoreutis ultimana;(Krulikovsky, 1909);vitstreckad gnidmal;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Choreutidae;Prochoreutis;;;GUID: urn:lsid:faunaeur.org:taxname:438461;;;;https://dyntaxa.se/taxon/215246
102506;39720;Tebenna bjerkandrella;(Thunberg, 1784);krisslegnidmal;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Choreutidae;Tebenna;;;GUID: urn:lsid:faunaeur.org:taxname:438451;;;;https://dyntaxa.se/taxon/102506
101166;39729;Acossus terebra;(Denis & Schiffermüller, 1775);mindre träfjäril;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Cossidae;Acossus;;;;bombyx terebra, lamellocossus terebra;liten träfjäril;;https://dyntaxa.se/taxon/101166
214815;39731;Cossus cossus;(Linnaeus, 1758);större träfjäril;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Cossidae;Cossus;;;GUID: urn:lsid:faunaeur.org:taxname:439949;phalaena cossus;allmän trädödare, vanlig träfjäril, allmän träfjäril, trädödare;;https://dyntaxa.se/taxon/214815
214818;39734;Phragmataecia castaneae;(Hübner, 1790);vassborrare;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Cossidae;Phragmataecia;;;GUID: urn:lsid:faunaeur.org:taxname:439896;phalaena castaneae;;;https://dyntaxa.se/taxon/214818
214817;39736;Zeuzera pyrina;(Linnaeus, 1761);blåfläckig träfjäril;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Cossidae;Zeuzera;;;GUID: urn:lsid:faunaeur.org:taxname:439898;phalaena pyrina;;;https://dyntaxa.se/taxon/214817
214802;39741;Paranthrene tabaniformis;(Rottemburg, 1775);svart poppelglasvinge;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Sesiidae;Paranthrene;;;GUID: urn:lsid:faunaeur.org:taxname:439970;sphinx tabaniformis;;;https://dyntaxa.se/taxon/214802
214801;39744;Eusphecia melanocephala;Dalman, 1816;mindre poppelglasvinge;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Sesiidae;Eusphecia;;;GUID: urn:lsid:faunaeur.org:taxname:439963;sesia melanocephala;liten poppelglasvinge;;https://dyntaxa.se/taxon/214801
214799;39746;Sesia apiformis;(Clerck, 1759);större poppelglasvinge;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Sesiidae;Sesia;;;GUID: urn:lsid:faunaeur.org:taxname:439958;sphinx apiformis;poppelglasvinge, allmän poppelglasvinge;;https://dyntaxa.se/taxon/214799
101773;39747;Sesia bembeciformis;(Hübner, 1806);bålgetingsglasvinge;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Sesiidae;Sesia;;;GUID: urn:lsid:faunaeur.org:taxname:439959;sphinx crabroniformis, sphinx bembeciformis;bålgetinglik glasvinge, videglasvinge;;https://dyntaxa.se/taxon/101773
100464;39750;Bembecia ichneumoniformis;(Denis & Schiffermüller, 1775);vickerglasvinge;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Sesiidae;Bembecia;;;GUID: urn:lsid:faunaeur.org:taxname:440094;sphinx ichneumoniformis;smygstekellik glasvinge;;https://dyntaxa.se/taxon/100464
214809;39754;Synanthedon andrenaeformis;(Laspeyres, 1801);olvonglasvinge;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Sesiidae;Synanthedon;;;GUID: urn:lsid:faunaeur.org:taxname:440138;sesia andrenaeformis;;;https://dyntaxa.se/taxon/214809
6009834;39755;Synanthedon aurivillii;Lampa, 1883;fjällglasvinge;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Sesiidae;Synanthedon;;;;;;;https://dyntaxa.se/taxon/6009834
214805;39756;Synanthedon culiciformis;(Linnaeus, 1758);mygglasvinge;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Sesiidae;Synanthedon;;;GUID: urn:lsid:faunaeur.org:taxname:440131;sphinx culiciformis;mygglik glasvinge;;https://dyntaxa.se/taxon/214805
101870;39757;Synanthedon flaviventris;(Staudinger, 1883);krypvideglasvinge;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Sesiidae;Synanthedon;;;GUID: urn:lsid:faunaeur.org:taxname:440137;sesia flaviventris;;;https://dyntaxa.se/taxon/101870
214807;39758;Synanthedon formicaeformis;(Esper, 1783);myrlik glasvinge;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Arthropoda;Insecta;Lepidoptera;Sesiidae;Synanthedon;;;GUID: urn:lsid:faunaeur.org:taxname:440132;sphinx formicaeformis;;;https://dyntaxa.se/taxon/214807
